drug_id,side_effect
CID100001775,Delirium
CID100001775,Depersonalisation
CID100001775,Dermatitis
CID100001775,Drug eruption
CID100001775,Diplopia
CID100001775,Dyskinesia
CID100001775,Encephalitis
CID100001775,Toxic epidermal necrolysis
CID100001775,Epistaxis
CID100001775,Rash
CID100001775,Rash
CID100001775,Gastrointestinal haemorrhage
CID100001775,Hepatitis toxic
CID100001775,Hostility
CID100001775,Hyperkalaemia
CID100001775,Hypersensitivity
CID100001775,Immune system disorder
CID100001775,Irritability
CID100001775,Leukopenia
CID100001775,Systemic lupus erythematosus
CID100001775,Measles
CID100001775,Meningitis
CID100001775,Muscle relaxant therapy
CID100001775,Myopathy
CID100001775,Myoclonus
CID100001775,Nausea
CID100001775,Nephritis interstitial
CID100001775,Nervousness
CID100001775,Neurosis
CID100001775,Polyarteritis nodosa
CID100001775,Pneumothorax
CID100001775,Hyperacusis
CID100001775,Shock
CID100001775,Erythema multiforme
CID100001775,Thrombocytopenia
CID100001775,Weight decreased
CID100001775,Agitation
CID100001775,Affect lability
CID100001775,Photophobia
CID100001775,Hypophosphataemia
CID100001775,Migraine
CID100001775,Injury
CID100001775,Hyporeflexia
CID100001775,Pseudolymphoma
CID100001775,Muscle twitching
CID100001775,Muscle twitching
CID100001775,Epigastric pain
CID100001775,Anorectal discomfort
CID100001775,Excitement
CID100001775,Sputum increased
CID100001775,Chest discomfort
CID100001775,Chest discomfort
CID100001775,Taste metallic
CID100001775,Sepsis
CID100001775,Drug reaction with eosinophilia and systemic symptoms
CID100001775,Dysgeusia
CID100001775,Appetite absent
CID100001798,Confusional state
CID100001798,Dysgeusia
CID100001798,Fatigue
CID100001798,Haematuria
CID100001798,Calculus of kidney
CID100001798,Leukopenia
CID100001798,Pancytopenia
CID100001798,Erythema multiforme
CID100001798,Vertigo
CID100001798,Paralysis flaccid
CID100001798,Malaise
CID100001798,Malaise
CID100001798,Appetite absent
CID100001798,Tingling sensation
CID100001805,Anaphylactic shock
CID100001805,Refractory anaemia with an excess of blasts
CID100001805,Bronchitis
CID100001805,Chest wall pain
CID100001805,Infection
CID100001805,Feeling abnormal
CID100001805,Connective tissue disorder
CID100001805,Depression
CID100001805,Dyspepsia
CID100001805,Rash
CID100001805,Dermatitis
CID100001805,Eye disorder
CID100001805,Haemoptysis
CID100001805,Haemorrhage
CID100001805,Hypoaesthesia
CID100001805,Musculoskeletal pain
CID100001805,Nasopharyngitis
CID100001805,Nasopharyngitis
CID100001805,Neutropenia
CID100001805,Pancytopenia
CID100001805,Rales
CID100001805,Rhonchi
CID100001805,Rhonchi
CID100001805,Skin lesion
CID100001805,Stomatitis
CID100001805,Syncope
CID100001805,Loss of consciousness
CID100001805,Shock
CID100001805,Syncope
CID100001805,Wheezing
CID100001805,Acute febrile neutrophilic dermatosis
CID100001805,Pyoderma gangrenosum
CID100001805,Haemorrhage intracranial
CID100001805,Injection site reaction
CID100001805,Injection site necrosis
CID100001805,Injection site pain
CID100001805,Malnutrition
CID100001805,Fatal outcomes
CID100001805,Feeling abnormal
CID100001805,Musculoskeletal discomfort
CID100001805,Dyspnoea exertional
CID100001805,Decreased appetite
CID100001805,Abdominal pain upper
CID100001805,Back pain
CID100001805,Productive cough
CID100001805,Hepatobiliary disease
CID100001805,Transfusion reaction
CID100001805,Transfusion reaction
CID100001805,Induration
CID100001805,Injection site dermatitis
CID100001805,Injection site induration
CID100001805,Injection site haematoma
CID100001805,Cardio-respiratory arrest
CID100001805,Sweating increased
CID100001805,Klebsiella sepsis
CID100001805,Febrile neutropenia
CID100001805,Fatigue aggravated
CID100001805,Fatigue
CID100001805,Insomnia
CID100001875,Anaphylactic shock
CID100001875,Arthralgia
CID100001875,Neuropathic arthropathy
CID100001875,Bronchospasm
CID100001875,Dizziness
CID100001875,Oesophagitis
CID100001875,Glaucoma
CID100001875,Hirsutism
CID100001875,Hypersensitivity
CID100001875,Irritability
CID100001875,Lipomatosis
CID100001875,Myocardial infarction
CID100001875,Papilloedema
CID100001875,Paraplegia
CID100001875,Peptic ulcer haemorrhage
CID100001875,Benign intracranial hypertension
CID100001875,Convulsion
CID100001875,Ulcer
CID100001875,Vertigo
CID100001875,Blood urea increased
CID100001875,Intracranial pressure increased
CID100001875,Intracranial pressure increased
CID100001875,Alanine aminotransferase increased
CID100001875,Skin striae
CID100001875,Bladder dysfunction
CID100001875,Affect lability
CID100001875,Intraocular pressure increased
CID100001875,Euphoric mood
CID100001875,Cataract subcapsular
CID100001875,Steroid withdrawal syndrome
CID100001875,Spinal compression fracture
CID100001875,Dependence psychological
CID100001875,Atrophy
CID100001875,Functional gastrointestinal disorder
CID100001971,Lactic acidosis
CID100001971,Decreased appetite
CID100001971,Infection
CID100001971,Gastroenteritis
CID100001971,Headache
CID100001971,Lethargy
CID100001971,Nausea
CID100001971,Nausea
CID100001971,Nervous system disorder
CID100001971,Pancreatitis
CID100001971,Pharyngitis
CID100001971,Aspartate aminotransferase increased
CID100001971,Malnutrition
CID100001971,Myalgia
CID100001971,Myalgia
CID100001971,Oropharyngeal pain
CID100001971,Neuropathy
CID100001971,Influenza like illness
CID100001971,Hyperlactacidaemia
CID100001971,Insomnia
CID100001971,Cough
CID100001971,Dizziness
CID100001971,Fatigue
CID100001971,Body temperature increased
CID100001971,Basedow's disease
CID100001971,Insulin resistance
CID100001971,Insulin resistance
CID100001971,Lymphopenia
CID100001971,Neutropenia
CID100001971,Pneumonia
CID100001971,Aplasia pure red cell
CID100001971,Acute respiratory distress syndrome
CID100001971,Respiratory tract infection
CID100001971,Gastrointestinal signs and symptoms
CID100001971,Splenomegaly
CID100001971,Wheezing
CID100001971,Chills
CID100001971,Hepatic failure
CID100001971,Gamma-glutamyltransferase increased
CID100001971,Aspartate aminotransferase increased
CID100001971,Malnutrition
CID100001971,Hyperamylasaemia
CID100001971,Ill-defined disorder
CID100001971,Influenza like illness
CID100001971,Sensitisation
CID100001971,Hepatic steatosis
CID100001972,Agranulocytosis
CID100001972,Anuria
CID100001972,Arthralgia
CID100001972,Asthenia
CID100001972,Back pain
CID100001972,Coagulopathy
CID100001972,Bronchospasm
CID100001972,Oral candidiasis
CID100001972,Candida infection
CID100001972,Cellulitis
CID100001972,Chest pain
CID100001972,Coma
CID100001972,Coma
CID100001972,Cyanosis
CID100001972,Deafness
CID100001972,Dehydration
CID100001972,Diplopia
CID100001972,Eosinophilia
CID100001972,Eye haemorrhage
CID100001972,Headache
CID100001972,Cardiac valve disease
CID100001972,Haematuria
CID100001972,Haemoglobin
CID100001972,Haemorrhoids
CID100001972,Hepatitis
CID100001972,Hepatomegaly
CID100001972,Hyperkalaemia
CID100001972,Hyperlipidaemia
CID100001972,Body temperature decreased
CID100001972,Renal failure acute
CID100001972,Leukocytosis
CID100001972,Lung disorder
CID100001972,Nervousness
CID100001972,Oliguria
CID100001972,Mouth haemorrhage
CID100001972,Pharyngitis
CID100001972,Phlebitis
CID100001972,Pulmonary oedema
CID100001972,Rhinitis
CID100001972,Skin mass
CID100001972,Erythema multiforme
CID100001972,Stomatitis
CID100001972,Hyperhidrosis
CID100001972,Shock
CID100001972,Tachycardia
CID100001972,Vertigo
CID100001972,Weight increased
CID100001972,Urinary retention
CID100001972,Normochromic normocytic anaemia
CID100001972,Hyperchloraemia
CID100001972,Hypophosphataemia
CID100001972,Stomatitis
CID100001972,Hypermagnesaemia
CID100001972,Lactic dehydrogenase activity increased
CID100001972,Blood lactate dehydrogenase increased
CID100001972,Mucous membrane disorder
CID100001972,Injection site pain
CID100001972,Vesiculobullous rash
CID100001972,Dermatitis bullous
CID100001972,Aspartate aminotransferase increased
CID100001972,Aspartate aminotransferase increased
CID100001972,Alanine aminotransferase increased
CID100001972,Thromboplastin decreased
CID100001972,Blood thromboplastin decreased
CID100001972,Nephrogenic diabetes insipidus
CID100001972,Acute hepatic failure
CID100001972,Abdominal pain
CID100001972,Sepsis
CID100001972,Dry eye
CID100001972,Dry eye
CID100001972,Abdominal distension
CID100001972,Chills
CID100001972,Neuropathy
CID100001972,Face oedema
CID100001972,Fluid overload
CID100001972,Serum potassium decreased
CID100001972,Blood potassium decreased
CID100001972,Nephropathy toxic
CID100001972,Acne
CID100001972,Acne
CID100001972,Insomnia
CID100001972,Infusion related reaction
CID100001972,Respiratory failure
CID100001972,Ileus
CID100001972,Ileus
CID100001972,Pelvic haemorrhage
CID100001972,Vaginal haemorrhage
CID100001972,Vaginal haemorrhage
CID100001972,Respiratory failure
CID100001972,Acidosis
CID100001972,Agranulocytosis
CID100001972,Albuminuria
CID100001972,Angioedema
CID100001972,Anorexia
CID100001972,Coma
CID100001972,Infection
CID100001972,Confusional state
CID100001972,Conjunctivitis
CID100001972,Connective tissue disorder
CID100001972,Constipation
CID100001972,Cyanosis
CID100001972,Dyspepsia
CID100001972,Dysuria
CID100001972,Dysuria
CID100001972,Oedema
CID100001972,Rash
CID100001972,Gastrointestinal haemorrhage
CID100001972,Cardiac failure
CID100001972,Haematuria
CID100001972,Hypersensitivity
CID100001972,Hypertension
CID100001972,Hypocalcaemia
CID100001972,Hypokalaemia
CID100001972,Orthostatic hypotension
CID100001972,Immune system disorder
CID100001972,Renal failure acute
CID100001972,Leg pain
CID100001972,Leukopenia
CID100001972,Mouth haemorrhage
CID100001972,Petechiae
CID100001972,Pharyngitis
CID100001972,Rhabdomyolysis
CID100001972,Rhinitis
CID100001972,Mouth ulceration
CID100001972,Uremia
CID100001972,Azotaemia
CID100001972,Chills
CID100001972,Chills
CID100001972,Oedema peripheral
CID100001972,Hypophosphataemia
CID100001972,Lactic dehydrogenase activity increased
CID100001972,Injection site pain
CID100001972,Discomfort
CID100001972,Hepatic enzyme increased
CID100001972,Hypoalbuminaemia
CID100001972,Hypoalbuminaemia
CID100001972,Sepsis
CID100001972,Mucosal inflammation
CID100001972,Anaphylactoid reaction
CID100001972,Dysaesthesia
CID100001972,Dysaesthesia
CID100001972,Chills
CID100001972,Nephropathy toxic
CID100001972,Serum creatinine increased
CID100001972,Blood creatinine increased
CID100001972,Sweating increased
CID100001972,Infusion related reaction
CID100001972,Procedural complication
CID100001972,Ileus
CID100001972,Ileus
CID100001972,Dysphonia
CID100001972,Renal failure
CID100001972,Somnolence
CID100001972,Hypoventilation
CID100001972,Hypoventilation
CID100001978,Back pain
CID100001978,Bronchospasm
CID100001978,Feeling abnormal
CID100001978,Connective tissue disorder
CID100001978,Dermatitis exfoliative
CID100001978,Flushing
CID100001978,Gastrointestinal disorder
CID100001978,Gastrointestinal disorder
CID100001978,Hallucination
CID100001978,Cardiac failure congestive
CID100001978,Heartburn
CID100001978,Lethargy
CID100001978,Mediastinal disorder
CID100001978,Palpitations
CID100001978,Peyronie's disease
CID100001978,Pharyngitis
CID100001978,Shivering
CID100001978,Shock
CID100001978,Wheezing
CID100001978,Mood swings
CID100001978,Arterial thrombosis
CID100001978,Lightheadedness
CID100001978,Malaise
CID100001978,Disorientation
CID100001978,Abnormal dreams
CID100001978,Erectile dysfunction
CID100001978,Xerosis
CID100001978,Vision blurred
CID100001978,Visual disturbance
CID100001978,Visual impairment
CID100001978,Hot flush
CID100001978,Lupus-like syndrome
CID100001978,Claudication
CID100001978,Appetite absent
CID100001978,Somnolence
CID100001978,Visual impairment
CID100001983,Anaemia
CID100001983,Haemolytic anaemia
CID100001983,Asthma
CID100001983,Mental disorder
CID100001983,Mental disorder
CID100001983,Bronchospasm
CID100001983,Coma
CID100001983,Connective tissue disorder
CID100001983,Dermatitis exfoliative
CID100001983,Dermatitis atopic
CID100001983,Toxic epidermal necrolysis
CID100001983,Rash
CID100001983,Asthenia
CID100001983,Blood disorder
CID100001983,Hyperglycaemia
CID100001983,Immune system disorder
CID100001983,Nephrosis lower nephron
CID100001983,Mediastinal disorder
CID100001983,Hypotonia
CID100001983,Nervousness
CID100001983,Nightmare
CID100001983,Pleural effusion
CID100001983,Pruritus
CID100001983,Stevens-Johnson syndrome
CID100001983,Uremia
CID100001983,Periorbital oedema
CID100001983,Hepatocellular injury
CID100001983,Urinary hesitation
CID100001983,Liver injury
CID100001983,Fixed drug eruption
CID100001983,Gastrointestinal disorder
CID100001983,Disturbance in attention
CID100001983,Pulmonary function test decreased
CID100001983,Hepatitis fulminant
CID100001983,Abdominal distension
CID100001983,Rash maculo-papular
CID100001983,Dystonia
CID100001983,Alveolitis
CID100001983,Serotonin syndrome
CID100001983,Hyperhidrosis
CID100001986,Agranulocytosis
CID100001986,Confusional state
CID100001986,Headache
CID100001986,Haematuria
CID100001986,Hypoglycaemia
CID100001986,Irritability
CID100001986,Sensory loss
CID100001986,Paraesthesia
CID100001986,Convulsion
CID100001986,Shock
CID100001986,Thirst
CID100001986,Thrombocytopenia
CID100001986,Hepatic function abnormal
CID100001986,Growth retardation
CID100001986,Metabolic acidosis
CID100001986,Gastrointestinal disorder
CID100001986,Hepatobiliary disease
CID100001986,Hepatobiliary disease
CID100001986,Anaphylactoid reaction
CID100001986,Hepatic failure
CID100001990,Anaemia
CID100001990,Fatigue
CID100001990,Palpitations
CID100001990,Thrombophlebitis
CID100001990,Ill-defined disorder
CID100001990,Abdominal discomfort
CID100001993,Rhinitis seasonal
CID100001993,Cardiac arrest
CID100001993,Throat irritation
CID100001993,Throat irritation
CID100002019,Anaemia
CID100002019,Anorexia
CID100002019,Ascites
CID100002019,Infection
CID100002019,Toxic epidermal necrolysis
CID100002019,Oesophagitis
CID100002019,Oesophagitis
CID100002019,Fatigue
CID100002019,Asthenia
CID100002019,Flushing
CID100002019,Venoocclusive liver disease
CID100002019,Nausea
CID100002019,Necrosis
CID100002019,Necrosis
CID100002019,Pharyngitis
CID100002019,Phlebitis
CID100002019,Phlebitis
CID100002019,Pneumonia
CID100002019,Radiation injury
CID100002019,Erythema multiforme
CID100002019,Stomatitis
CID100002019,Ulcerative stomatitis
CID100002019,Thrombocytopenia
CID100002019,Hepatic failure
CID100002019,Aspartate aminotransferase increased
CID100002019,Feeling abnormal
CID100002021,Dizziness
CID100002021,Nausea
CID100002021,Urticaria
CID100002021,Tenderness
CID100002021,Insomnia
CID100002022,Aggression
CID100002022,Angioedema
CID100002022,Blepharitis
CID100002022,Cardiac tamponade
CID100002022,Confusional state
CID100002022,Conjunctivitis
CID100002022,Delirium
CID100002022,Disseminated intravascular coagulation
CID100002022,Dysarthria
CID100002022,Dysmenorrhoea
CID100002022,Eye disorder
CID100002022,Body temperature increased
CID100002022,Flatulence
CID100002022,Haemolytic uraemic syndrome
CID100002022,Herpes simplex
CID100002022,Hypersensitivity
CID100002022,Hypotension
CID100002022,Hypotension
CID100002022,Renal failure acute
CID100002022,Nausea
CID100002022,Necrosis
CID100002022,Palpitations
CID100002022,Paraesthesia
CID100002022,Psychotic disorder
CID100002022,Pulmonary oedema
CID100002022,Pulmonary oedema
CID100002022,Convulsion
CID100002022,Convulsion
CID100002022,Tachycardia
CID100002022,Tremor
CID100002022,Erythema
CID100002022,Urethral disorder
CID100002022,Stupor
CID100002022,Oedema peripheral
CID100002022,Blood creatinine increased
CID100002022,Alanine aminotransferase increased
CID100002022,Photosensitivity reaction
CID100002022,Dizziness
CID100002022,Feeling abnormal
CID100002022,Dyspepsia
CID100002022,Gingival pain
CID100002022,Throat sore
CID100002022,Mania
CID100002022,Platelet count decreased
CID100002022,Lymphadenopathy
CID100002022,Depressed level of consciousness
CID100002022,Renal pain
CID100002022,Stinging
CID100002022,Hyperhidrosis
CID100002022,Sensitisation
CID100002022,Thrombophlebitis superficial
CID100002082,Nausea
CID100002082,Hepatobiliary disease
CID100002083,Lactic acidosis
CID100002083,Anxiety
CID100002083,Arrhythmia
CID100002083,Asthma
CID100002083,Ataxia
CID100002083,Bronchitis
CID100002083,Infection
CID100002083,Constipation
CID100002083,Dyspepsia
CID100002083,Dyspnoea
CID100002083,Ear disorder
CID100002083,Rash
CID100002083,Body temperature increased
CID100002083,Body temperature increased
CID100002083,Headache
CID100002083,Hypersensitivity
CID100002083,Hypertension
CID100002083,Hyperventilation
CID100002083,Mydriasis
CID100002083,Nervous system disorder
CID100002083,Nightmare
CID100002083,Otitis media
CID100002083,Neuropathy peripheral
CID100002083,Pharyngitis
CID100002083,Pulmonary oedema
CID100002083,Respiratory tract infection
CID100002083,Muscle spasms
CID100002083,Supraventricular tachycardia
CID100002083,Tinnitus
CID100002083,Tremor
CID100002083,Tremor
CID100002083,Urinary tract infection
CID100002083,Wheezing
CID100002083,Agitation
CID100002083,Application site reaction
CID100002083,Application site reaction
CID100002083,Malnutrition
CID100002083,Lightheadedness
CID100002083,Epigastric distress
CID100002083,Feeling abnormal
CID100002083,Musculoskeletal discomfort
CID100002083,Abdominal pain upper
CID100002083,Bronchospasm
CID100002083,Extrasystoles
CID100002083,Shakiness
CID100002083,Cough increased
CID100002083,Throat irritation
CID100002083,Vascular resistance systemic
CID100002083,Dysphonia
CID100002083,Anaphylactic shock
CID100002083,Angioedema
CID100002083,Back pain
CID100002083,Back pain
CID100002083,Vulvovaginal mycotic infection
CID100002083,Epistaxis
CID100002083,Epistaxis
CID100002083,Body temperature increased
CID100002083,Gastroenteritis
CID100002083,Hyperaesthesia
CID100002083,Hypokalaemia
CID100002083,Hypotension
CID100002083,Lung disorder
CID100002083,Nervousness
CID100002083,Otitis media
CID100002083,Paraesthesia
CID100002083,Loss of consciousness
CID100002083,Shock
CID100002083,Metabolic acidosis
CID100002083,Lymphadenopathy
CID100002083,Lymphadenopathy
CID100002085,Skin striae
CID100002085,Skin striae
CID100002085,Dermatitis contact
CID100002085,Acneiform eruption
CID100002088,Dyspepsia
CID100002088,Oesophageal disorder
CID100002088,Femur fracture
CID100002088,Body temperature increased
CID100002088,Gastrooesophageal reflux disease
CID100002088,Haemorrhage
CID100002088,Hypercalcaemia
CID100002088,Leukaemia
CID100002088,Menopause
CID100002088,Musculoskeletal pain
CID100002088,Osteomyelitis
CID100002088,Gastric ulcer
CID100002088,Stomatitis
CID100002088,Erythema
CID100002088,Uveitis
CID100002088,Vertigo
CID100002088,Vomiting
CID100002088,Oedema peripheral
CID100002088,Joint swelling
CID100002088,Malaise
CID100002088,Femur shaft fracture
CID100002088,Femur fracture
CID100002088,Exacerbation of asthma
CID100002088,Influenza like illness
CID100002088,Transaminases increased
CID100002088,Drug interaction
CID100002088,Regurgitation
CID100002088,Gastrointestinal tract irritation
CID100002092,Arthritis
CID100002092,Cardiovascular disorder
CID100002092,Connective tissue disorder
CID100002092,Dizziness
CID100002092,Toxic epidermal necrolysis
CID100002092,Fatigue
CID100002092,Headache
CID100002092,Mediastinal disorder
CID100002092,Nervous system disorder
CID100002092,Pharyngitis
CID100002092,Pruritus
CID100002092,Dizziness
CID100002092,Torsade de pointes
CID100002092,Upper respiratory tract infection
CID100002092,Urinary tract disorder
CID100002092,Urethral disorder
CID100002092,Ventricular tachycardia
CID100002092,Dry mouth
CID100002092,Liver injury
CID100002092,Unspecified disorder of skin and subcutaneous tissue
CID100002092,Skin disorder
CID100002092,Malaise
CID100002092,Infestation NOS
CID100002092,Cholestatic liver disease
CID100002092,Cholestasis
CID100002092,Cholestatic liver injury
CID100002094,Abdominal pain
CID100002094,Angina pectoris
CID100002094,Anorexia
CID100002094,Musculoskeletal discomfort
CID100002094,Mental disorder
CID100002094,Toxic epidermal necrolysis
CID100002094,Toxic epidermal necrolysis
CID100002094,Furuncle
CID100002094,Gastrointestinal haemorrhage
CID100002094,Headache
CID100002094,Cardiac failure
CID100002094,Hyperbilirubinaemia
CID100002094,Hypercalcaemia
CID100002094,Hyperglycaemia
CID100002094,Hyperkalaemia
CID100002094,Hyperlipidaemia
CID100002094,Hypotension
CID100002094,Infertility male
CID100002094,Intestinal obstruction
CID100002094,Leukopenia
CID100002094,Myoclonus
CID100002094,Neuritis
CID100002094,Oliguria
CID100002094,Optic neuritis
CID100002094,Pain
CID100002094,Pericarditis
CID100002094,Neuropathy peripheral
CID100002094,Pharyngitis
CID100002094,Pharyngitis
CID100002094,Proctitis
CID100002094,Pruritus
CID100002094,Pulmonary embolism
CID100002094,Retinitis
CID100002094,Rhinitis
CID100002094,Stomatitis
CID100002094,Swelling
CID100002094,Vomiting
CID100002094,Hepatic failure
CID100002094,Cataract
CID100002094,Cataract
CID100002094,Tongue oedema
CID100002094,Injection site reaction
CID100002094,Unspecified disorder of skin and subcutaneous tissue
CID100002094,Skin scaly
CID100002094,Cardio-respiratory arrest
CID100002094,Hyperhidrosis
CID100002094,Blood and lymphatic system disorders
CID100002094,Insomnia
CID100002094,Insomnia
CID100002094,Ageusia
CID100002094,Gout attack
CID100002094,Gout
CID100002099,Abdominal distension
CID100002099,Alopecia
CID100002099,Cognitive disorder
CID100002099,Colitis
CID100002099,Colitis ulcerative
CID100002099,Feeling abnormal
CID100002099,Constipation
CID100002099,Haematoma
CID100002099,Haematoma
CID100002099,Haemorrhage
CID100002099,Haemorrhoids
CID100002099,Hyperglycaemia
CID100002099,Hyperglycaemia
CID100002099,Hypersensitivity
CID100002099,Jaundice
CID100002099,Tremor
CID100002099,Urinary tract infection
CID100002099,Urinary tract infection
CID100002099,Urticaria
CID100002099,Injury
CID100002099,Tachyarrhythmia
CID100002099,Gastric pH decreased
CID100002099,Colitis ischaemic
CID100002099,Myalgia
CID100002099,Abdominal discomfort
CID100002099,Haemorrhage urinary tract
CID100002099,Haemorrhoidal haemorrhage
CID100002099,Faecal occult blood positive
CID100002118,Abdominal pain
CID100002118,Abdominal pain
CID100002118,Aggression
CID100002118,Anxiety
CID100002118,Ataxia
CID100002118,Ataxia
CID100002118,Back pain
CID100002118,Confusional state
CID100002118,Disturbance in sexual arousal
CID100002118,Dysphagia
CID100002118,Depersonalisation
CID100002118,Dermatitis
CID100002118,Drowsiness
CID100002118,Osteoarthritis
CID100002118,Dyspepsia
CID100002118,Dyspepsia
CID100002118,Asthenia
CID100002118,Gastrointestinal disorder
CID100002118,Hyperventilation
CID100002118,Hyperventilation
CID100002118,Jaundice
CID100002118,Lethargy
CID100002118,Muscle spasticity
CID100002118,Palpitations
CID100002118,Pruritus
CID100002118,Salivation
CID100002118,Salivary hypersecretion
CID100002118,Sleep apnoea syndrome
CID100002118,Sleep apnoea syndrome
CID100002118,Withdrawal syndrome
CID100002118,Thirst
CID100002118,Urinary tract disorder
CID100002118,Angiopathy
CID100002118,Angiopathy
CID100002118,Weight decreased
CID100002118,Dry mouth
CID100002118,Urinary retention
CID100002118,Apathy
CID100002118,Photosensitivity reaction
CID100002118,Disturbance in attention
CID100002118,Derealisation
CID100002118,Clumsiness
CID100002118,Intraocular pressure increased
CID100002118,Galactorrhoea
CID100002118,Hypomania
CID100002118,Depressed mood
CID100002118,Sticky skin
CID100002118,Cold sweat
CID100002118,Energy increased
CID100002118,Feeling of relaxation
CID100002118,Choking sensation
CID100002118,Nervousness
CID100002118,Depressed level of consciousness
CID100002118,Depressed level of consciousness
CID100002118,Substance abuse
CID100002118,Hypersomnia
CID100002118,Nasopharyngitis
CID100002118,Mental disability
CID100002118,Logorrhoea
CID100002118,Logorrhoea
CID100002123,Neoplasm malignant
CID100002123,Vomiting
CID100002123,Vomiting
CID100002123,Blood alkaline phosphatase increased
CID100002123,Affective disorder
CID100002123,Pancytopenia
CID100002130,Agranulocytosis
CID100002130,Anaphylactic shock
CID100002130,Ataxia
CID100002130,Feeling abnormal
CID100002130,Libido decreased
CID100002130,Dysphagia
CID100002130,Delirium
CID100002130,Osteoarthritis
CID100002130,Dysarthria
CID100002130,Dyspnoea
CID100002130,Fatigue
CID100002130,Fatigue
CID100002130,Cardiac disorder
CID100002130,Hypertension
CID100002130,Hypertension
CID100002130,Body temperature decreased
CID100002130,Libido increased
CID100002130,Keratitis
CID100002130,Keratitis
CID100002130,Lethargy
CID100002130,Leukocytosis
CID100002130,Neuroleptic malignant syndrome
CID100002130,Palpitations
CID100002130,Pruritus
CID100002130,Psychotic disorder
CID100002130,Pulmonary oedema
CID100002130,Dry mouth
CID100002130,Oculogyric crisis
CID100002130,Oedema peripheral
CID100002130,Oedema peripheral
CID100002130,Sudden visual loss
CID100002130,Muscle contractions involuntary
CID100002130,Mental disability
CID100002130,Hypersexuality
CID100002130,Mania
CID100002130,Photosensitivity reaction
CID100002130,Visual impairment
CID100002133,Hypertrichosis
CID100002133,Miliaria
CID100002133,Skin atrophy
CID100002133,Atrophy
CID100002133,Infection
CID100002140,Anaemia
CID100002140,Anaemia
CID100002140,Anuria
CID100002140,Asthenia
CID100002140,Cyanosis
CID100002140,Disseminated intravascular coagulation
CID100002140,Dizziness
CID100002140,Body temperature increased
CID100002140,Haemoglobin
CID100002140,Hypertension
CID100002140,Infarction
CID100002140,Paraesthesia
CID100002140,Sneezing
CID100002140,Spinal cord injury
CID100002140,Tachycardia
CID100002140,Thrombophlebitis
CID100002140,Thrombosis
CID100002140,Uremia
CID100002140,Azotaemia
CID100002140,Tachyarrhythmia
CID100002140,Chills
CID100002140,Injection site pain
CID100002140,Blindness unilateral
CID100002140,Anaphylactoid reaction
CID100002140,Electrocardiogram abnormal
CID100002140,Cough increased
CID100002140,Memory loss
CID100002140,Peripheral vasodilatation
CID100002140,Vasodilatation
CID100002141,Arrhythmia
CID100002141,Atrial fibrillation
CID100002141,Erythema multiforme
CID100002141,Rash
CID100002141,Flushing
CID100002141,Hypotension
CID100002141,Pruritus
CID100002141,Erythema multiforme
CID100002141,Syncope
CID100002141,Dizziness
CID100002141,Tachycardia
CID100002141,Loss of consciousness
CID100002141,Urticaria
CID100002141,Vomiting
CID100002141,Extrasystoles
CID100002141,Rigors
CID100002142,Arthralgia
CID100002142,Arthralgia
CID100002142,Eosinophilia
CID100002142,Renal failure acute
CID100002142,Vomiting
CID100002142,Neurotoxicity
CID100002142,Nephropathy toxic
CID100002142,Nephrotoxicity
CID100002142,Unspecified visual loss
CID100002145,Anaemia
CID100002145,Body temperature increased
CID100002145,Virilism
CID100002148,Hypersensitivity
CID100002148,Cramp muscle
CID100002148,Paraesthesia
CID100002153,Albuminuria
CID100002153,Anxiety
CID100002153,Dizziness
CID100002153,Flushing
CID100002153,Hypercalcaemia
CID100002153,Hyperglycaemia
CID100002153,Inappropriate antidiuretic hormone secretion
CID100002153,Tension
CID100002153,Rhabdomyolysis
CID100002153,Tremor
CID100002153,Vomiting
CID100002153,Ventricular arrhythmia
CID100002153,Abdominal pain upper
CID100002153,Disorientation
CID100002153,Convulsions generalised
CID100002153,Brain injury
CID100002153,Extrasystoles
CID100002153,Acute overdose
CID100002156,Gastrointestinal pain
CID100002156,Alopecia
CID100002156,Angioedema
CID100002156,Apnoea
CID100002156,Atrial fibrillation
CID100002156,Back pain
CID100002156,Skin cancer
CID100002156,Skin cancer
CID100002156,Constipation
CID100002156,Cough
CID100002156,Diarrhoea
CID100002156,Dyspepsia
CID100002156,Flushing
CID100002156,Cardiac arrest
CID100002156,Hepatomegaly
CID100002156,Hyperhidrosis
CID100002156,Hypotension
CID100002156,Acquired keratoderma
CID100002156,Renal failure acute
CID100002156,Bundle branch block left
CID100002156,Liver disorder
CID100002156,Optic nerve disorder
CID100002156,Pancytopenia
CID100002156,Paroxysmal ventricular tachycardia
CID100002156,Neuropathy peripheral
CID100002156,Rhabdomyolysis
CID100002156,Scotoma
CID100002156,Sinoatrial block
CID100002156,Hyperhidrosis
CID100002156,Tachycardia
CID100002156,Thrombophlebitis
CID100002156,Urticaria
CID100002156,Ventricular fibrillation
CID100002156,Ventricular tachycardia
CID100002156,Wheezing
CID100002156,Akinesia
CID100002156,Hepatitis cholestatic
CID100002156,Liver function test abnormal
CID100002156,Traumatic liver injury
CID100002156,Interstitial pneumonia
CID100002156,Disorientation
CID100002156,Erectile dysfunction
CID100002156,Pulseless electrical activity
CID100002156,Anaphylactic shock
CID100002156,Vision blurred
CID100002156,Photosensitivity
