drug_id,side_effect
CID100213039,Eye disorder
CID100213039,Fatigue
CID100213039,Body temperature increased
CID100213039,Gynaecomastia
CID100213039,Haemorrhage
CID100213039,Hepatomegaly
CID100213039,Hyperglycaemia
CID100213039,Hypocalcaemia
CID100213039,Hypoglycaemia
CID100213039,Hyponatraemia
CID100213039,Hyponatraemia
CID100213039,Inflammation
CID100213039,Insulin resistance
CID100213039,Jaundice
CID100213039,Hepatic cirrhosis
CID100213039,Neoplasm
CID100213039,Neuromyopathy
CID100213039,Nocturia
CID100213039,Obesity
CID100213039,Osteopenia
CID100213039,Palpitations
CID100213039,Pancreatitis
CID100213039,Polyuria
CID100213039,Prurigo
CID100213039,Prurigo
CID100213039,Muscle spasms
CID100213039,Loss of consciousness
CID100213039,Syncope
CID100213039,Tachycardia
CID100213039,Angiopathy
CID100213039,Angiopathy
CID100213039,Vertigo
CID100213039,Hepatitis viral
CID100213039,Weight decreased
CID100213039,Dry mouth
CID100213039,Chills
CID100213039,Chills
CID100213039,Sinus bradycardia
CID100213039,Oedema peripheral
CID100213039,Altered state of consciousness
CID100213039,Congenital musculoskeletal anomaly
CID100213039,Muscular weakness
CID100213039,Aspartate aminotransferase increased
CID100213039,Abdominal discomfort
CID100213039,Disturbance in attention
CID100213039,Hepatic enzyme increased
CID100213039,Blood creatinine decreased
CID100213039,Hypoalbuminaemia
CID100213039,Hepatobiliary disease
CID100213039,Hepatitis acute
CID100213039,Dry eye
CID100213039,Rash generalised
CID100213039,Toxic skin eruption
CID100213039,Chronic hepatitis B
CID100213039,Visual impairment
CID100213039,Lipase increased
CID100213039,Sensation of heaviness
CID100213039,Sensation of heaviness
CID100213039,Drug interaction
CID100213039,Infestation
CID100213039,Ear and labyrinth disorders
CID100213039,Blood alkaline phosphatase increased
CID100213039,Amylase increased
CID100213039,Blood thyroid stimulating hormone increased
CID100213039,Blood creatine phosphokinase increased
CID100213039,Ischaemic cerebral infarction
CID100213039,Lipohypertrophy
CID100213039,Renal tubular necrosis
CID100213039,Eosinophil count increased
CID100213039,Hepatic steatosis
CID100213039,Somnolence
CID100213039,Feeling hot
CID100213046,Angina pectoris
CID100213046,Angioedema
CID100213046,Arrhythmia
CID100213046,Neck pain
CID100213046,Drooling
CID100213046,Dyskinesia
CID100213046,Dyspnoea
CID100213046,Fatigue
CID100213046,Asthenia
CID100213046,Cardiac disorder
CID100213046,Hypertension
CID100213046,Lethargy
CID100213046,Drug withdrawal syndrome neonatal
CID100213046,Pulmonary embolism
CID100213046,Convulsion
CID100213046,Cerebrovascular accident
CID100213046,Tachycardia
CID100213046,Weight increased
CID100213046,Dry mouth
CID100213046,Oculogyric crisis
CID100213046,Deep vein thrombosis
CID100213046,Malnutrition
CID100213046,Myalgia
CID100213046,Extrapyramidal disorder
CID100213046,Throat tightness
CID100213046,Erectile dysfunction
CID100213046,Bradycardia
CID100213046,Blood glucose increased
CID100213046,Dementia with Lewy bodies
CID100213046,Ear and labyrinth disorders
CID100213046,Insomnia
CID100213046,Somnolence
CID100214339,Tinea cruris
CID100216209,Abdominal pain
CID100216209,Anaphylactic shock
CID100216209,Asthenia
CID100216209,Back pain
CID100216209,Bronchitis
CID100216209,Diarrhoea
CID100216209,Dizziness
CID100216209,Rash
CID100216209,Fatigue
CID100216209,Gastrooesophageal reflux disease
CID100216209,Cardiac disorder
CID100216209,Hypotension
CID100216209,Immune system disorder
CID100216209,Calculus of kidney
CID100216209,Pain in extremity
CID100216209,Musculoskeletal pain
CID100216209,Stevens-Johnson syndrome
CID100216209,Tonic-clonic seizures
CID100216209,Serum creatinine increased
CID100216209,Haematocrit decreased
CID100216210,Abdominal pain
CID100216210,Gastrointestinal pain
CID100216210,Oesophagitis
CID100216210,Dermatitis
CID100216210,Gastrooesophageal reflux disease
CID100216210,Pericardial haemorrhage
CID100216210,Haemoglobin
CID100216210,Nausea
CID100216210,Haemorrhage intracranial
CID100216210,Gastric haemorrhage
CID100216210,Gastritis haemorrhagic
CID100216210,Haemorrhagic erosive gastritis
CID100216235,Abortion spontaneous
CID100216235,Anorexia
CID100216235,Appendicitis
CID100216235,Ascites
CID100216235,Candida infection
CID100216235,Basal cell carcinoma
CID100216235,Cholelithiasis
CID100216235,Large intestine polyp
CID100216235,Conjunctivitis
CID100216235,Constipation
CID100216235,Deafness
CID100216235,Dehydration
CID100216235,Diarrhoea
CID100216235,Endocrine disorder
CID100216235,Eosinophilia
CID100216235,Epistaxis
CID100216235,Palmar erythema
CID100216235,Oesophageal spasm
CID100216235,Fatigue
CID100216235,Flushing
CID100216235,Flushing
CID100216235,Gastrointestinal disorder
CID100216235,Gastrointestinal disorder
CID100216235,Cardiac failure congestive
CID100216235,Haemorrhoids
CID100216235,Hypocalcaemia
CID100216235,Mediastinal disorder
CID100216235,Mouth haemorrhage
CID100216235,Osteochondrosis
CID100216235,Pain
CID100216235,Peptic ulcer
CID100216235,Polyp
CID100216235,Pregnancy
CID100216235,Pruritus genital
CID100216235,Psoriasis
CID100216235,Retinal tear
CID100216235,Rosacea
CID100216235,Soft tissue injury
CID100216235,Urinary tract disorder
CID100216235,Angiopathy
CID100216235,Weight decreased
CID100216235,Laceration
CID100216235,Dry mouth
CID100216235,Sinus bradycardia
CID100216235,Atrioventricular block first degree
CID100216235,Lower respiratory tract infection
CID100216235,Urosepsis
CID100216235,Migraine
CID100216235,Coagulation time prolonged
CID100216235,Crystalluria
CID100216235,Ventricular extrasystoles
CID100216235,Dry skin
CID100216235,Polyarthritis
CID100216235,Skin hyperpigmentation
CID100216235,Vaginal prolapse
CID100216235,Malaise
CID100216235,Discomfort
CID100216235,Dyspnoea exertional
CID100216235,Dizziness postural
CID100216235,Blood uric acid increased
CID100216235,Heart rate irregular
CID100216235,Skin exfoliation
CID100216235,Gingival pain
CID100216235,Nipple pain
CID100216235,Pregnancy test positive
CID100216235,Hepatobiliary disease
CID100216235,Venous insufficiency
CID100216235,Blood bilirubin increased
CID100216235,Dysaesthesia
CID100216235,Sensation of foreign body
CID100216235,Bradycardia
CID100216235,Ligament injury
CID100216235,Paraesthesia oral
CID100216235,Vulvovaginal mycotic infection
CID100216235,Gastritis viral
CID100216235,Ear congestion
CID100216235,Arthropod sting
CID100216235,Arthropod bite
CID100216235,Blood potassium decreased
CID100216235,Tongue blistering
CID100216235,Blood creatine phosphokinase MB increased
CID100216235,Puncture site haemorrhage
CID100216235,Oral pruritus
CID100216235,Abdominal strangulated hernia
CID100216235,Gastrointestinal discomfort
CID100216235,Paranasal sinus hypersecretion
CID100216235,Gastrointestinal infection
CID100216237,Anaphylactic shock
CID100216237,Decreased appetite
CID100216237,Asthenia
CID100216237,Breast disorder
CID100216237,Connective tissue disorder
CID100216237,Dehydration
CID100216237,Diarrhoea
CID100216237,Dysgeusia
CID100216237,Ecchymosis
CID100216237,Body temperature increased
CID100216237,Polyuria
CID100216237,Urine output increased
CID100216237,Rhabdomyolysis
CID100216237,Aspartate aminotransferase increased
CID100216237,Malnutrition
CID100216237,Colitis ischaemic
CID100216239,Anaemia
CID100216239,Asthenia
CID100216239,Neoplasm malignant
CID100216239,Skin cancer
CID100216239,Transient ischaemic attack
CID100216239,Connective tissue disorder
CID100216239,Dysgeusia
CID100216239,Dyspnoea
CID100216239,Epistaxis
CID100216239,Varices oesophageal
CID100216239,Rash
CID100216239,Fatigue
CID100216239,Asthenia
CID100216239,Gastritis
CID100216239,Gastrointestinal disorder
CID100216239,Headache
CID100216239,Haemoglobin
CID100216239,Hypersensitivity
CID100216239,Hypokalaemia
CID100216239,Keratoacanthoma
CID100216239,Renal failure acute
CID100216239,Myocardial infarction
CID100216239,Acute coronary syndrome
CID100216239,Pain in extremity
CID100216239,Pancreatitis
CID100216239,Pleural effusion
CID100216239,Proteinuria
CID100216239,Renal failure
CID100216239,Rhabdomyolysis
CID100216239,Stomatitis
CID100216239,Syncope
CID100216239,Erythema
CID100216239,Angiopathy
CID100216239,Dry mouth
CID100216239,Alanine aminotransferase increased
CID100216239,Dry skin
CID100216239,Haemoglobin decreased
CID100216239,Interstitial pneumonia
CID100216239,Interstitial lung disease
CID100216239,Radiation pneumonitis
CID100216239,Brain cancer metastatic
CID100216239,Abdominal pain lower
CID100216239,Abdominal tenderness
CID100216239,Hypoalbuminaemia
CID100216239,Hepatobiliary disease
CID100216239,Metastatic renal cell carcinoma
CID100216239,Blood bilirubin increased
CID100216239,Gastrointestinal symptom NOS
CID100216239,Drug interaction
CID100216239,Blood and lymphatic system disorders
CID100216239,Erythema multiforme
CID100216239,Hyperkeratosis
CID100216239,Drug-induced hepatitis
CID100216239,Hepatic cancer
CID100216239,Cerebral haemorrhage
CID100216239,Mood swings
CID100216258,Apnoea
CID100216258,Drug hypersensitivity
CID100216258,Drug hypersensitivity
CID100216258,Epistaxis
CID100216258,Asthenia
CID100216258,Hypersensitivity
CID100216258,Nervous system disorder
CID100216258,Oliguria
CID100216258,Tinnitus
CID100216258,Toothache
CID100216258,Urinary tract disorder
CID100216258,Lower respiratory tract infection
CID100216258,Chest discomfort
CID100216258,Productive cough
CID100216258,Weight fluctuation
CID100216258,Pruritus generalised
CID100216326,Abdominal pain
CID100216326,Anaemia
CID100216326,Haemolytic anaemia
CID100216326,Refractory anemia
CID100216326,Angina pectoris
CID100216326,Decreased appetite
CID100216326,Arthralgia
CID100216326,Gouty arthritis
CID100216326,Back pain
CID100216326,Breast disorder
CID100216326,Neoplasm malignant
CID100216326,Basal cell carcinoma
CID100216326,Basal cell carcinoma
CID100216326,Cerebral infarction
CID100216326,Colitis
CID100216326,Connective tissue disorder
CID100216326,Dehydration
CID100216326,Diarrhoea
CID100216326,Diplopia
CID100216326,Diverticulum
CID100216326,Dermatitis
CID100216326,Eye disorder
CID100216326,Fatigue
CID100216326,Asthenia
CID100216326,Flatulence
CID100216326,Gingival bleeding
CID100216326,Basedow's disease
CID100216326,Gynaecomastia
CID100216326,Headache
CID100216326,Cardiac failure
CID100216326,Haemolysis
CID100216326,Hoarseness
CID100216326,Hordeolum
CID100216326,Hyperbilirubinaemia
CID100216326,Hypernatraemia
CID100216326,Hypersensitivity
CID100216326,Hypothyroidism
CID100216326,Incontinence
CID100216326,Renal failure acute
CID100216326,Leukopenia
CID100216326,Liver disorder
CID100216326,Hepatocellular injury
CID100216326,Lymphopenia
CID100216326,Metrorrhagia
CID100216326,Nasal congestion
CID100216326,Neoplasm
CID100216326,Nervous system disorder
CID100216326,Nervousness
CID100216326,Pain
CID100216326,Pancreatitis
CID100216326,Neuropathy peripheral
CID100216326,Pharyngitis
CID100216326,Prurigo
CID100216326,Rhinitis
CID100216326,Cardiogenic shock
CID100216326,Septic shock
CID100216326,Staphylococcal infection
CID100216326,Erythema multiforme
CID100216326,Stomatitis
CID100216326,Aphthous stomatitis
CID100216326,Cerebrovascular accident
CID100216326,Subarachnoid haemorrhage
CID100216326,Hyperhidrosis
CID100216326,Loss of consciousness
CID100216326,Thrombosis
CID100216326,Syncope vasovagal
CID100216326,Vomiting
CID100216326,Weight increased
CID100216326,Dry mouth
CID100216326,Tachyarrhythmia
CID100216326,Acute leukaemia
CID100216326,Acute sinusitis
CID100216326,Pelvic fracture
CID100216326,Urosepsis
CID100216326,Impaired healing
CID100216326,Muscular weakness
CID100216326,Aspartate aminotransferase increased
CID100216326,Polyneuropathy
CID100216326,Polyneuropathy
CID100216326,Joint swelling
CID100216326,Haemoglobin decreased
CID100216326,Colitis ischaemic
CID100216326,Acute hepatic failure
CID100216326,Skin hyperpigmentation
CID100216326,Unspecified disorder of skin and subcutaneous tissue
CID100216326,Skin fissures
CID100216326,Ill-defined disorder
CID100216326,Musculoskeletal discomfort
CID100216326,Dyspnoea exertional
CID100216326,Abdominal tenderness
CID100216326,Abdominal tenderness
CID100216326,Discomfort
CID100216326,Discomfort
CID100216326,Rash erythematous
CID100216326,Dry throat
CID100216326,Blood creatinine increased
CID100216326,Peripheral ischaemia
CID100216326,Clostridium difficile colitis
CID100216326,Productive cough
CID100216326,Frequent bowel movements
CID100216326,Azotaemia
CID100216326,Cervical vertebral fracture
CID100216326,Hepatobiliary disease
CID100216326,Intermittent fever
CID100216326,Dry eye
CID100216326,Vision blurred
CID100216326,Gastrointestinal pain
CID100216326,Neuropathy
CID100216326,Injection site haemorrhage
CID100216326,Lip dry
CID100216326,Gait disturbance
CID100216326,Dyssomnia
CID100216326,Limb injury
CID100216326,Febrile neutropenia
CID100216326,Infestation
CID100216326,Thromboembolic event
CID100216326,Ear discomfort
CID100216326,Device related infection
CID100216326,Respiratory failure
CID100216326,Nasopharyngitis
CID100216326,Abrasion NOS
CID100216326,Hearing impaired
CID100216326,Glioblastoma multiforme
CID100216326,Acute myeloid leukaemia
CID100216326,Embolism venous
CID100216326,Mood swings
CID100216416,Anaemia megaloblastic
CID100216416,Arterial occlusive disease
CID100216416,Mental disorder
CID100216416,Calculus bladder
CID100216416,Cellulitis
CID100216416,Chest pain
CID100216416,Infection
CID100216416,Affective disorder
CID100216416,Dysgeusia
CID100216416,Epilepsy
CID100216416,Fibroma
CID100216416,Headache
CID100216416,Hypertriglyceridaemia
CID100216416,Eye pruritus
CID100216416,Macular degeneration
CID100216416,Nail disorder
CID100216416,Nervous system disorder
CID100216416,Phlebitis
CID100216416,Pruritus
CID100216416,Tenosynovitis
CID100216416,Thrombosis
CID100216416,Thrombosis
CID100216416,Tooth fracture
CID100216416,Urticaria
CID100216416,Angiopathy
CID100216416,Dry mouth
CID100216416,Clubbing
CID100216416,Rectocele
CID100216416,Aspartate aminotransferase increased
CID100216416,Dry skin
CID100216416,Hypogeusia
CID100216416,Anal spasm
CID100216416,Anal spasm
CID100216416,Retinal vascular disorder
CID100216416,Microangiopathy
CID100216416,Eyelid oedema
CID100216416,Oral pain
CID100216416,Uterine mass
CID100216416,Pulmonary granuloma
CID100216416,Gastric polyps
CID100216416,Urethral haemorrhage
CID100216416,Fallopian tube cyst
CID100216416,Post thrombotic syndrome
CID100216416,Rash maculo-papular
CID100216416,Electrocardiogram T wave abnormal
CID100216416,Transaminases increased
CID100216416,Inner ear disorder
CID100216416,Inner ear disorder
CID100216416,Skeletal injury
CID100216416,Therapeutic response unexpected
CID100216416,Vaginal wall congestion
CID100216416,Embolism
CID100216416,Extremity contracture
CID100216416,Pedal pulse decreased
CID100216416,Ultrasound ovary abnormal
CID100219024,Dyspnoea
CID100219024,Nausea
CID100219024,Wandering pacemaker
CID100219024,Anaphylactic shock
CID100219024,Asthma
CID100219024,Atrial fibrillation
CID100219024,Atrioventricular block
CID100219024,Diarrhoea
CID100219024,Gastrointestinal disorder
CID100219024,Atrioventricular block
CID100219024,Hypersensitivity
CID100219024,Ischaemia
CID100219024,Pallor
CID100219024,Tachycardia
CID100219024,Tachycardia
CID100219024,Urticaria
CID100219024,Sinus bradycardia
CID100219024,Atrioventricular block first degree
CID100219024,Atrioventricular block complete
CID100219024,Atrioventricular block second degree
CID100219024,Blood pressure systolic decreased
CID100219024,Pain
CID100219024,Oral discomfort
CID100219024,Respiratory distress
CID100219024,Altered state of consciousness
CID100219024,Insomnia
CID100219024,Gastrointestinal discomfort
CID100219024,Somnolence
CID100219024,Feeling hot
CID100219078,Aggression
CID100219078,Anaemia
CID100219078,Anaemia
CID100219078,Angioedema
CID100219078,Atrial fibrillation
CID100219078,Atrioventricular block
CID100219078,Connective tissue disorder
CID100219078,Constipation
CID100219078,Depression
CID100219078,Dizziness
CID100219078,Eosinophilia
CID100219078,Toxic epidermal necrolysis
CID100219078,Blood disorder
CID100219078,Type IV hypersensitivity reaction
CID100219078,Nausea
CID100219078,Pruritus
CID100219078,Psychotic disorder
CID100219078,Psychotic disorder
CID100219078,Stevens-Johnson syndrome
CID100219078,Dizziness
CID100219078,Tinnitus
CID100219078,Tremor
CID100219078,Erythema
CID100219078,Dry mouth
CID100219078,Dry mouth
CID100219078,Atrioventricular block first degree
CID100219078,Injection site pain
CID100219078,Hepatobiliary disease
CID100219078,Paraesthesia oral
CID100219078,Laceration
CID100219078,Blood and lymphatic system disorders
CID100219084,Gastrointestinal pain
CID100219084,Dermatitis
CID100219084,Fatigue
CID100219084,Hypoaesthesia
CID100219084,Palpitations
CID100219084,Pruritus
CID100219084,Shock
CID100219084,Chills
CID100219084,Anaphylactic shock
CID100219084,Respiratory distress
CID100219084,Blood pressure increased
CID100219084,Injection site irritation
CID100219084,Injection site irritation
CID100219090,Abdominal distension
CID100219090,Anaphylactic shock
CID100219090,Cognitive disorder
CID100219090,Cognitive disorder
CID100219090,Cough
CID100219090,Dyspepsia
CID100219090,Oedema
CID100219090,Oedema
CID100219090,Toxic epidermal necrolysis
CID100219090,Toxic epidermal necrolysis
CID100219090,Eructation
CID100219090,Dermatitis
CID100219090,Asthenia
CID100219090,Flatulence
CID100219090,Gastrointestinal disorder
CID100219090,Lethargy
CID100219090,Pruritus
CID100219090,Stevens-Johnson syndrome
CID100219090,Urinary tract disorder
CID100219090,Urticaria
CID100219090,Abnormal bowel sounds
CID100219090,Unspecified disorder of skin and subcutaneous tissue
CID100219090,Skin disorder
CID100219090,Euphoric mood
CID100219090,Euphoric mood
CID100219090,Chest discomfort
CID100219090,Chest pain
CID100219090,Faeces hard
CID100219090,Blood pressure increased
CID100219090,Gait disturbance
CID100219090,Duodenal ulcer perforation
CID100219090,Infestation NOS
CID100219090,Neutrophil count decreased
CID100222786,Angioedema
CID100222786,Acute coronary syndrome
CID100222786,Pancreatitis
CID100222786,Papilloedema
CID100222786,Petechiae
CID100222786,Embolism venous
CID100222786,Urticaria
CID100222786,Urticaria
CID100222786,Vertigo
CID100222786,Weight increased
CID100222786,Trauma
CID100222786,Injury
CID100222786,Impaired healing
CID100222786,Intracranial pressure increased
CID100222786,Tendon rupture
CID100222786,Menstruation irregular
CID100222786,Malaise
CID100222786,Discomfort
CID100222786,Intraocular pressure increased
CID100222786,Cataract subcapsular
CID100222786,Diabetic
CID100222786,Myopathy
CID100222786,Carbohydrate tolerance decreased
CID100222786,Sweating increased
CID100222786,Nitrogen balance negative
CID100315411,Rash
CID100358641,Agranulocytosis
CID100358641,Anaemia megaloblastic
CID100358641,Angioedema
CID100358641,Angioedema
CID100358641,Musculoskeletal discomfort
CID100358641,Eye disorder
CID100358641,Glossitis
CID100358641,Headache
CID100358641,Hypoglycaemia
CID100358641,Immune system disorder
CID100358641,Nervous system disorder
CID100358641,Neuritis
CID100358641,Polyarteritis nodosa
CID100358641,Renal failure
CID100358641,Renal failure
CID100358641,Tinnitus
CID100358641,Urinary tract disorder
CID100358641,Malnutrition
CID100358641,Photosensitivity reaction
CID100358641,Infestation
CID100358641,Drug fever
CID100358641,Body temperature increased
CID100358641,Renal impairment
CID100441332,Anaphylactic shock
CID100441332,Choking
CID100441332,Dyspnoea
CID100441332,Endometritis
CID100441332,Rash
CID100441332,Rash
CID100441332,Body temperature increased
CID100441332,Flushing
CID100441332,Headache
CID100441332,Headache
CID100441332,Hyperventilation
CID100441332,Pulmonary oedema
CID100441332,Shivering
CID100441332,Dizziness
CID100441332,Thyrotoxic crisis
CID100441332,Upper respiratory tract infection
CID100441332,Syncope
CID100441332,Vertigo
CID100441332,Wheezing
CID100441332,Myalgia
CID100441332,Epigastric pain
CID100441332,Vision blurred
CID100441332,Sleep disorder
CID100441332,Thirst
CID100441382,Hypersensitivity
CID100441382,Paraesthesia
CID100441382,Lacrimation increased
CID100441382,Eye oedema
CID100443379,Angina pectoris
CID100443379,Anosmia
CID100443379,Arthralgia
CID100443379,Asthma
CID100443379,Bronchospasm
CID100443379,Depression
CID100443379,Toxic epidermal necrolysis
CID100443379,Toxic epidermal necrolysis
CID100443379,Rash
CID100443379,Asthenia
CID100443379,Glossitis
CID100443379,Cardiac arrest
CID100443379,Cardiac failure
CID100443379,Hyperkalaemia
CID100443379,Hyperkalaemia
CID100443379,Acute coronary syndrome
CID100443379,Tension
CID100443379,Palpitations
CID100443379,Paraesthesia
CID100443379,Pneumonia
CID100443379,Pulmonary embolism
CID100443379,Erythema multiforme
CID100443379,Urticaria
CID100443379,Vasculitis
CID100443379,Vertigo
CID100443379,Hepatic failure
CID100443379,Oropharyngeal discomfort
CID100443379,Dry eye
CID100443379,Vision blurred
CID100443379,Renal impairment
CID100443379,Renal impairment
CID100443379,Coronary artery disease
CID100444006,Anaphylactic shock
CID100444006,Aplastic anaemia
CID100444006,Cholestasis
CID100444006,Dysgeusia
CID100444006,Toxic epidermal necrolysis
CID100444006,Haemorrhage
CID100444006,Hypersensitivity
CID100444006,Hypersensitivity
CID100444006,Fungal infection
CID100444006,Nausea
CID100444006,Nervousness
CID100444006,Nervousness
CID100444006,Neutropenia
CID100444006,Pancytopenia
CID100444006,Proteinuria
CID100444006,Convulsion
CID100444006,Sinusitis
CID100444006,Thrombocytopenia
CID100444006,Oedema peripheral
CID100444006,Hepatic function abnormal
CID100444006,Disability
CID100444006,Myalgia
CID100444006,Musculoskeletal discomfort
CID100444006,Increased appetite
CID100444006,Abnormal dreams
CID100444006,Pulmonary eosinophilia
CID100444006,Loeffler's syndrome
CID100444006,Hyperkinesia
CID100444006,Glucose increased
CID100444006,Body temperature increased
CID100444006,Arthralgia
CID100444006,Cholestasis
CID100444006,Dyspepsia
CID100444006,Body temperature increased
CID100444006,Flatulence
CID100444006,Renal failure acute
CID100444006,Leukopenia
CID100444006,Vaginal discharge
CID100444006,Hypertonia
CID100444006,Protein urine present
CID100444006,Sinusitis
CID100444006,Stevens-Johnson syndrome
CID100444006,Hyperhidrosis
CID100444006,Vaginal inflammation
CID100444006,Dry mouth
CID100444006,Coagulation time prolonged
CID100444006,Liver function test abnormal
CID100444006,Phosphatase alkaline increased
CID100444006,Blood alkaline phosphatase increased
CID100444006,Aspartate aminotransferase increased
CID100444006,Dyspepsia
CID100444006,Pulmonary eosinophilia
CID100444006,Agitation
CID100444006,Potassium increased
CID100444006,Blood potassium increased
CID100444006,Blood albumin decreased
CID100444006,Calcium low
CID100444006,Pseudomembranous colitis
CID100444013,Abdominal pain
CID100444013,Musculoskeletal discomfort
CID100444013,Asthenia
CID100444013,Bronchiectasis
CID100444013,Confusional state
CID100444013,Dysmenorrhoea
CID100444013,Dysmenorrhoea
CID100444013,Flushing
CID100444013,Hair disorder
CID100444013,Headache
CID100444013,Haematuria
CID100444013,Haemorrhage
CID100444013,Hypertension
CID100444013,Hypoaesthesia
CID100444013,Hypoaesthesia
CID100444013,Hypocalcaemia
CID100444013,Hyponatraemia
CID100444013,Metrorrhagia
CID100444013,Nasal congestion
CID100444013,Hypoaesthesia
CID100444013,Pallor
CID100444013,Paraesthesia
CID100444013,Pharyngitis
CID100444013,Rhinitis
CID100444013,Tachycardia
CID100444013,Thirst
CID100444013,Tongue disorder
CID100444013,Urinary tract disorder
CID100444013,Vasodilation
CID100444013,Vomiting
CID100444013,Vomiting
CID100444013,Peripheral vascular disorder
CID100444013,Atrioventricular block first degree
CID100444013,Blood creatine phosphokinase increased
CID100444013,Gastrointestinal perforation
CID100444013,Injection site inflammation
CID100444013,Hyperreflexia
CID100444013,Hyperreflexia
CID100444013,Myalgia
CID100444013,Cold sweat
CID100444013,Decreased appetite
CID100444013,Disorientation
CID100444013,Chest pain
CID100444013,Pharyngeal oedema
CID100444013,Laboratory test abnormal
CID100444013,Rhinorrhoea
CID100444013,Parosmia
CID100444013,Nephrogenic systemic fibrosis
CID100444013,Feeling hot
CID100444013,Vaginal haemorrhage
CID100444033,Infection
CID100444033,Conjunctivitis
CID100444033,Contusion
CID100444033,Contusion
CID100444033,Dysgeusia
CID100444033,Ear pain
CID100444033,Fatigue
CID100444033,Headache
CID100444033,Type IV hypersensitivity reaction
CID100444033,Nasopharyngitis
CID100444033,Nasopharyngitis
CID100444033,Nausea
CID100444033,Pain in extremity
CID100444033,Palpitations
CID100444033,Swelling
CID100444033,Swelling
CID100444033,Upper respiratory tract infection
CID100444033,Urinary tract infection
CID100444033,Gamma-glutamyltransferase increased
CID100444033,Nasal septum disorder
CID100444033,Nasal dryness
CID100444033,Chest discomfort
CID100444033,Nasal septum perforation
CID100444033,Nasal ulcer
CID100444033,Secondary adrenocortical insufficiency
CID100444033,Musculoskeletal chest pain
CID100444033,Face oedema
CID100444033,Obstructive airways disorder
CID100444033,Ear infection
CID100444033,Infestation
CID100444033,Nasal discomfort
CID100444033,Nasal discomfort
CID100444033,Rhinorrhoea
CID100449193,Abdominal pain
CID100449193,Mental disorder
CID100449193,Infection
CID100449193,Constipation
CID100449193,Dermatitis
CID100449193,Fatigue
CID100449193,Gastritis
CID100449193,Gastrointestinal disorder
CID100449193,Headache
CID100449193,Haematochezia
CID100449193,Nausea
CID100449193,Nausea
CID100449193,Palpitations
CID100449193,Muscle spasms
CID100449193,Urinary tract infection
CID100449193,Vertigo
CID100449193,Vomiting
CID100449193,Gamma-glutamyltransferase increased
CID100449193,Myalgia
CID100449193,Hepatobiliary disease
CID100455658,Iron overload
CID100477468,Abdominal pain
CID100477468,Acidosis
CID100477468,Anaphylactic shock
CID100477468,Anaemia
CID100477468,Anxiety
CID100477468,Arrhythmia
CID100477468,Arrhythmia
CID100477468,Mental disorder
CID100477468,Constipation
CID100477468,Dysgeusia
CID100477468,Eosinophilia
CID100477468,Toxic epidermal necrolysis
CID100477468,Rash
CID100477468,Haemolysis
CID100477468,Immune system disorder
CID100477468,Renal failure acute
CID100477468,Thrombotic thrombocytopenic purpura
CID100477468,Septic shock
CID100477468,Thrombocytopenia
CID100477468,Thrombophlebitis
CID100477468,Urethral disorder
CID100477468,Hepatic failure
CID100477468,Hypophosphataemia
CID100477468,Blood urea increased
CID100477468,Haemorrhage intracranial
CID100477468,Injection site reaction
CID100477468,Liver injury
CID100477468,Malnutrition
CID100477468,Fluid retention
CID100477468,Blood bilirubin increased
CID100477468,Bradycardia
CID100477468,Injection site thrombosis
CID100477468,Fluid overload
CID100477468,Insomnia
CID100477468,Infusion site inflammation
CID100477468,Renal impairment
CID100477468,Somnolence
CID100477468,Gastrointestinal pain
CID100477468,Apnoea
CID100477468,Apnoea
CID100477468,Arrhythmia
CID100477468,Arthralgia
CID100477468,Bone disorder
CID100477468,Bone disorder
CID100477468,Infection
CID100477468,Connective tissue disorder
CID100477468,Cyanosis
CID100477468,Diarrhoea
CID100477468,Dysgeusia
CID100477468,Dyspnoea
CID100477468,Gastrointestinal disorder
CID100477468,Haemoglobinuria
CID100477468,Hepatomegaly
CID100477468,Hyperbilirubinaemia
CID100477468,Leukopenia
CID100477468,Nervous system disorder
CID100477468,Pneumonia
CID100477468,Tachycardia
CID100477468,Thrombocytopenia
CID100477468,Angiopathy
CID100477468,Hepatic failure
CID100477468,Oedema peripheral
CID100477468,Hypophosphataemia
CID100477468,Hepatic function abnormal
CID100477468,Hypomagnesaemia
CID100477468,Hepatobiliary disease
CID100477468,Mucosal inflammation
CID100477468,White blood cell count decreased
CID100477468,Insomnia
CID100477468,Insomnia
CID100483407,Autoimmune disorder
CID100483407,Haemolytic anaemia
CID100483407,Anorexia
CID100483407,Autoimmune disorder
CID100483407,Mental disorder
CID100483407,Mental disorder
CID100483407,Eyelid ptosis
CID100483407,Coagulopathy
CID100483407,Infection
CID100483407,Conjunctivitis
CID100483407,Cough
CID100483407,Depression
CID100483407,Drug eruption
CID100483407,Diarrhoea
CID100483407,Abdominal distension
CID100483407,Toxic epidermal necrolysis
CID100483407,Varices oesophageal
CID100483407,Rash
CID100483407,Fatigue
CID100483407,Body temperature increased
CID100483407,Folliculitis
CID100483407,Cardiac disorder
CID100483407,Hepatitis toxic
CID100483407,Herpes virus infection
CID100483407,Jaundice
CID100483407,Seborrhoeic keratosis
CID100483407,Leukopenia
CID100483407,Lipoma
CID100483407,Meningitis viral
CID100483407,Mucormycosis
CID100483407,Muscle atrophy
CID100483407,Myositis
