drug_id,Percentage,Sideview
CID100003075,0.00952381,Hypotension
CID100003075,0.0,Orthostatic hypotension
CID100003075,0.0114943,Influenza
CID100003075,0.0,Arthropathy
CID100003075,0.0,Acute coronary syndrome
CID100003075,0.0294118,Nasopharyngitis
CID100003075,0.05,Nausea
CID100003075,0.0,Nausea
CID100003075,0.00947867,Nausea
CID100003075,0.0,Nervousness
CID100003075,0.02,Nervousness
CID100003075,0.04,Pain
CID100003075,0.02,Pain
CID100003075,0.0143885,Pharyngitis
CID100003075,0.0201342,Pharyngitis
CID100003075,0.0201342,Pharyngitis
CID100003075,0.0561056,Pharyngitis
CID100003075,0.0561056,Pharyngitis
CID100003075,0.02,Pharyngitis
CID100003075,0.045977,Pharyngitis
CID100003075,0.00947867,Urine output increased
CID100003075,0.02,Rhinitis
CID100003075,0.02,Tachycardia
CID100003075,0.0,Thrombocytopenia
CID100003075,0.0,Tinnitus
CID100003075,0.0208333,Vasodilation procedure
CID100003075,0.0,Vomiting
CID100003075,0.03,Sinus bradycardia
CID100003075,0.0,Rash pustular
CID100003075,0.02,Oedema peripheral
CID100003075,0.01,Neck stiffness
CID100003075,0.01,Musculoskeletal stiffness
CID100003075,0.0,Bleeding time prolonged
CID100003075,0.012,Crystalluria
CID100003075,0.0,Abdominal pain upper
CID100003075,0.0204082,Myalgia
CID100003075,0.0143885,Cardiac fibrillation
CID100003075,0.0143885,Cardiac fibrillation
CID100003075,0.0,Extrapyramidal symptoms
CID100003075,0.0378151,Oedema peripheral
CID100003075,0.068,Edema of lower extremities
CID100003075,0.0,Extrasystoles
CID100003075,0.0204082,Extrasystoles
CID100003075,0.0204082,Abdominal distension
CID100003075,0.033,Bradycardia
CID100003075,0.0,Insomnia
CID100003075,0.0,Abnormal vision
CID100003108,0.15,Bronchospasm
CID100003108,0.136,Dizziness
CID100003108,0.0003,Oedema
CID100003108,0.001,Eructation
CID100003108,0.023,Dermatitis
CID100003108,0.023,Rash
CID100003108,0.122,Headache
CID100003108,0.01,Cardiac arrest
CID100003108,0.001,Hyperventilation
CID100003108,0.0003,Intermittent claudication
CID100003108,0.0003,Breast pain
CID100003108,0.0003,Breast pain
CID100003108,0.003,Palpitations
CID100003108,0.013,Paraesthesia
CID100003108,0.003,Pharyngitis
CID100003108,0.001,Supraventricular tachycardia
CID100003108,0.001,Tremor
CID100003108,0.07,Ventricular fibrillation
CID100003108,0.008,Dry mouth
CID100003108,0.052,Ventricular extrasystoles
CID100003108,0.001,Injection site pain
CID100003108,0.003,Discomfort
CID100003108,0.003,Ill-defined disorder
CID100003108,0.0003,Increased appetite
CID100003108,0.052,Extrasystoles
CID100003108,0.0003,Renal pain
CID100003108,0.07,Ventricular tachycardia
CID100003114,0.14,Urinary hesitation
CID100003121,0.07,Gastrointestinal pain
CID100003121,0.04,Abdominal pain
CID100003121,0.06,Abdominal pain
CID100003121,0.082,Gastrointestinal pain
CID100003121,0.09,Abdominal pain
CID100003121,0.09,Abdominal pain
CID100003121,0.24,Alopecia
CID100003121,0.05,Amnesia
CID100003121,0.0,Anaphylactic shock
CID100003121,0.04,Decreased appetite
CID100003121,0.0,Asthenia
CID100003121,0.19,Asthenia
CID100003121,0.23,Asthenia
CID100003121,0.06,Asthenia
CID100003121,0.071,Asthenia
CID100003121,0.07,Asthenia
CID100003121,0.08,Ataxia
CID100003121,0.01,Ataxia
CID100003121,0.08,Back pain
CID100003121,0.07,Coagulopathy
CID100003121,0.05,Bronchitis
CID100003121,0.15,Infection
CID100003121,0.15,Infection
CID100003121,0.14,Infection
CID100003121,0.07,Constipation
CID100003121,0.082,Constipation
CID100003121,0.19,Diarrhoea
CID100003121,0.22,Diarrhoea
CID100003121,0.07,Diarrhoea
CID100003121,0.03,Diarrhoea
CID100003121,0.06,Diarrhoea
CID100003121,0.06,Diarrhoea
CID100003121,0.07,Diarrhoea
CID100003121,0.12,Dizziness
CID100003121,0.071,Dizziness
CID100003121,0.124,Dizziness
CID100003121,0.04,Dizziness
CID100003121,0.06,Dizziness
CID100003121,0.07,Dizziness
CID100003121,0.1,Dyspepsia
CID100003121,0.11,Dyspepsia
CID100003121,0.08,Dyspepsia
CID100003121,0.05,Dyspnoea
CID100003121,0.05,Ecchymosis
CID100003121,0.02,Rash
CID100003121,0.031,Rash
CID100003121,0.04,Asthenia
CID100003121,0.04,Body temperature increased
CID100003121,0.04,Body temperature increased
CID100003121,0.0,Fracture
CID100003121,0.0,Inappropriate antidiuretic hormone secretion
CID100003121,0.0,Leukopenia
CID100003121,0.0,Lymphocytosis
CID100003121,0.0,Lymphocytosis
CID100003121,0.15,Nausea
CID100003121,0.34,Nausea
CID100003121,0.48,Nausea
CID100003121,0.15,Nausea
CID100003121,0.225,Nausea
CID100003121,0.09,Nausea
CID100003121,0.07,Tension
CID100003121,0.0,Osteopenia
CID100003121,0.11,Pain
CID100003121,0.11,Pain
CID100003121,0.15,Pain
CID100003121,0.03,Pain
CID100003121,0.09,Pain
CID100003121,0.146,Pain
CID100003121,0.2,Pain
CID100003121,0.06,Pain
CID100003121,0.05,Pharyngitis
CID100003121,0.24,Thrombocytopenia
CID100003121,0.0,Tremor
CID100003121,0.0,Urinary tract infection
CID100003121,0.12,Vomiting
CID100003121,0.14,Vomiting
CID100003121,0.23,Vomiting
CID100003121,0.01,Vomiting
CID100003121,0.031,Vomiting
CID100003121,0.02,Weight increased
CID100003121,0.08,Weight increased
CID100003121,0.09,Weight increased
CID100003121,0.06,Weight decreased
CID100003121,0.06,Mood swings
CID100003121,0.0,Porphyria acute
CID100003121,0.0,Porphyria acute
CID100003121,0.0,Muscle twitching
CID100003121,0.04,Increased appetite
CID100003121,0.04,Thinking abnormal
CID100003121,0.0,Cutaneous vasculitis
CID100003121,0.12,Vision blurred
CID100003121,0.04,Vision blurred
CID100003121,0.0,Photosensitivity
CID100003121,0.0,Photosensitivity reaction
CID100003121,0.01,Influenza like illness
CID100003121,0.15,Insomnia
CID100003121,0.0,Hearing impaired
CID100003121,0.0,Breast enlargement
CID100003121,0.017,Somnolence
CID100003121,0.019,Somnolence
CID100003121,0.18,Somnolence
CID100003121,0.27,Somnolence
CID100003121,0.12,Somnolence
CID100003121,0.05,Somnolence
CID100003143,0.0,Anaphylactic shock
CID100003143,0.001,Arrhythmia
CID100003143,0.0,Colitis
CID100003143,0.0,Confusional state
CID100003143,0.0,Constipation
CID100003143,0.0,Dysgeusia
CID100003143,0.0,Cardiac failure
CID100003143,0.0,Acute leukaemia
CID100003143,0.0,Liver disorder
CID100003143,0.0,Myocardial infarction
CID100003143,0.0,Stevens-Johnson syndrome
CID100003143,0.0,Thrombophlebitis
CID100003143,0.0,Lacrimation increased
CID100003143,0.0,Neutropenic enterocolitis
CID100003143,0.01,Pain localised
CID100003143,0.0,Gastrointestinal pain
CID100003143,0.09,Abdominal pain
CID100003143,0.09,Gastrointestinal pain
CID100003143,0.0,Gastrointestinal pain
CID100003143,0.1,Agranulocytosis
CID100003143,0.87,Agranulocytosis
CID100003143,0.411,Alopecia
CID100003143,0.62,Alopecia
CID100003143,0.76,Alopecia
CID100003143,0.958333,Alopecia
CID100003143,0.599,Amenorrhoea
CID100003143,0.124,Anaemia
CID100003143,0.18,Anaemia
CID100003143,0.04,Anaemia
CID100003143,0.04,Anaemia
CID100003143,0.88,Anaemia
CID100003143,0.092,Anaemia
CID100003143,0.968,Anaemia
CID100003143,0.006,Anorexia
CID100003143,0.1,Decreased appetite
CID100003143,0.127,Anorexia
CID100003143,0.02,Anorexia
CID100003143,0.0,Decreased appetite
CID100003143,0.006,Arrhythmia
CID100003143,0.02,Arrhythmia
CID100003143,0.06,Arrhythmia
CID100003143,0.0,Musculoskeletal discomfort
CID100003143,0.11,Arthralgia
CID100003143,0.11,Musculoskeletal discomfort
CID100003143,0.02,Arthralgia
CID100003143,0.066,Arthralgia
CID100003143,0.066,Arthralgia
CID100003143,0.08,Musculoskeletal discomfort
CID100003143,0.09,Musculoskeletal discomfort
CID100003143,0.22,Asthenia
CID100003143,0.317,Asthenia
CID100003143,0.42,Asthenia
CID100003143,0.43,Asthenia
CID100003143,0.0,Atrial fibrillation
CID100003143,0.018,Infection
CID100003143,0.03,Infection
CID100003143,0.3,Infection
CID100003143,0.357,Infection
CID100003143,0.37,Infection
CID100003143,0.08,Infection
CID100003143,0.09,Infection
CID100003143,0.0,Confusional state
CID100003143,0.004,Conjunctivitis
CID100003143,0.01,Constipation
CID100003143,0.219697,Constipation
CID100003143,0.27,Constipation
CID100003143,0.27,Constipation
CID100003143,0.001,Cough
CID100003143,0.001,Cough
CID100003143,0.09,Cough
CID100003143,0.006,Dysphagia
CID100003143,0.1,Dysphagia
CID100003143,0.12,Dysphagia
CID100003143,0.26,Dysphagia
CID100003143,0.03,Dysphagia
CID100003143,0.057,Dysphagia
CID100003143,0.05,Dehydration
CID100003143,0.0,Scleroderma
CID100003143,0.012,Diarrhoea
CID100003143,0.2,Diarrhoea
CID100003143,0.28,Diarrhoea
CID100003143,0.293,Diarrhoea
CID100003143,0.33,Diarrhoea
CID100003143,0.39,Diarrhoea
CID100003143,0.04,Diarrhoea
CID100003143,0.422,Diarrhoea
CID100003143,0.48,Diarrhoea
CID100003143,0.07,Diarrhoea
CID100003143,0.08,Diarrhoea
CID100003143,0.15,Dizziness
CID100003143,0.06,Dizziness
CID100003143,0.01,Dysgeusia
CID100003143,0.14,Dysgeusia
CID100003143,0.14,Dysgeusia
CID100003143,0.175,Dysgeusia
CID100003143,0.295455,Dysgeusia
CID100003143,0.295455,Dysgeusia
CID100003143,0.003,Dyspnoea
CID100003143,0.01,Dyspnoea
CID100003143,0.045,Dyspnoea
CID100003143,0.045,Dyspnoea
CID100003143,0.09,Dyspnoea
CID100003143,0.13,Oedema
CID100003143,0.0,Enterocolitis
CID100003143,0.006,Epistaxis
CID100003143,0.0,Erythema multiforme
CID100003143,0.006,Oesophagitis
CID100003143,0.01,Oesophagitis
CID100003143,0.12,Oesophagitis
CID100003143,0.163,Oesophagitis
CID100003143,0.219,Oesophagitis
CID100003143,0.057,Oesophagitis
CID100003143,0.0,Oesophagitis
CID100003143,0.003,Dermatitis
CID100003143,0.003,Rash
CID100003143,0.00378788,Rash
CID100003143,0.127,Dermatitis
CID100003143,0.16,Rash
CID100003143,0.16,Rash
CID100003143,0.213333,Dermatitis
CID100003143,0.259363,Dermatitis
CID100003143,0.033,Dermatitis
CID100003143,0.06,Rash
CID100003143,0.0,Eye disorder
CID100003143,0.25,Asthenia
CID100003143,0.0,Body temperature increased
CID100003143,0.121,Body temperature increased
CID100003143,0.28,Body temperature increased
CID100003143,0.052,Body temperature increased
CID100003143,0.004,Gastrointestinal haemorrhage
CID100003143,0.006,Gastrointestinal haemorrhage
CID100003143,0.01,Gastrointestinal haemorrhage
CID100003143,0.02,Gastrointestinal haemorrhage
CID100003143,0.008,Heartburn
CID100003143,0.0,Haemorrhage
CID100003143,0.006,Hypersensitivity
CID100003143,0.01,Hypersensitivity
CID100003143,0.0,Hypersensitivity
CID100003143,0.0,Lacrimal duct obstruction
CID100003143,0.034,Lethargy
CID100003143,0.379,Lethargy
CID100003143,0.586,Lethargy
CID100003143,0.629,Lethargy
CID100003143,0.629,Lethargy
CID100003143,0.0,Acute myeloid leukaemia
CID100003143,0.0,Acute leukaemia
CID100003143,0.02,Leukopenia
CID100003143,0.0,Lymphoedema
CID100003143,0.98,Lymphopenia
CID100003143,0.01,Cramp muscle
CID100003143,0.01,Muscle spasms
CID100003143,0.02,Muscle spasms
CID100003143,0.052,Cramp muscle
CID100003143,0.23,Nail disorder
CID100003143,0.0,Nail disorder
CID100003143,0.1,Nausea
CID100003143,0.139,Nausea
CID100003143,0.14,Nausea
CID100003143,0.19,Nausea
CID100003143,0.03,Nausea
CID100003143,0.35,Nausea
CID100003143,0.377,Nausea
CID100003143,0.38,Nausea
CID100003143,0.389,Nausea
CID100003143,0.51,Nausea
CID100003143,0.8,Nausea
CID100003143,0.02,Neutropenia
CID100003143,0.87,Neutropenia
CID100003143,0.1,Neutropenia
CID100003143,0.02,Pain
CID100003143,0.0,Pain in extremity
CID100003143,0.01,Paraesthesia
CID100003143,0.009,Pharyngitis
CID100003143,0.517992,Pharyngitis
CID100003143,0.649813,Pharyngitis
CID100003143,0.08,Phlebitis
CID100003143,0.22,Pneumonia
CID100003143,0.0,Pneumonia
CID100003143,0.0,Pulmonary oedema
CID100003143,0.0,Renal failure
CID100003143,0.0,Stomatitis
CID100003143,0.009,Stomatitis
CID100003143,0.11,Stomatitis
CID100003143,0.208,Stomatitis
CID100003143,0.23,Stomatitis
CID100003143,0.43,Stomatitis
CID100003143,0.05,Stomatitis
CID100003143,0.593,Stomatitis
CID100003143,0.645,Stomatitis
CID100003143,0.68,Stomatitis
CID100003143,0.078,Stomatitis
CID100003143,0.044,Swelling
CID100003143,0.056,Swelling
CID100003143,0.0,Syncope
CID100003143,0.01,Shock
CID100003143,0.0,Sinus tachycardia
CID100003143,0.0,Thrombocytopenia
CID100003143,0.23,Thrombocytopenia
CID100003143,0.04,Thrombocytopenia
CID100003143,0.47,Thrombocytopenia
CID100003143,0.1,Vomiting
CID100003143,0.02,Vomiting
CID100003143,0.21,Vomiting
CID100003143,0.22,Vomiting
CID100003143,0.26,Vomiting
CID100003143,0.26,Vomiting
CID100003143,0.0580952,Vomiting
CID100003143,0.54381,Vomiting
CID100003143,0.562,Vomiting
CID100003143,0.63,Vomiting
CID100003143,0.0,Vomiting
CID100003143,0.004,Weight increased
CID100003143,0.06,Weight increased
CID100003143,0.01,Weight decreased
CID100003143,0.01,Weight decreased
CID100003143,0.14,Weight decreased
CID100003143,0.02,Weight decreased
CID100003143,0.098,Weight decreased
CID100003143,0.009,Myocardial ischaemia
CID100003143,0.02,Myocardial ischaemia
CID100003143,0.027,Myocardial ischaemia
CID100003143,0.01,Blood alkaline phosphatase increased
CID100003143,0.005,Aspartate aminotransferase increased
CID100003143,0.013,Alanine aminotransferase increased
CID100003143,0.0,Dry skin
CID100003143,0.028,Dry skin
CID100003143,0.12,Lacrimation increased
CID100003143,0.199438,Menstruation irregular
CID100003143,0.214015,Menstruation irregular
CID100003143,0.0,Malnutrition
CID100003143,0.0,Colitis ischaemic
CID100003143,0.033,Skin hyperpigmentation
CID100003143,0.056,Skin hyperpigmentation
CID100003143,0.13,Odynophagia
CID100003143,0.138,Odynophagia
CID100003143,0.0,Nail discolouration
CID100003143,0.0,Myalgia
CID100003143,0.004,Myalgia
CID100003143,0.107,Myalgia
CID100003143,0.11,Myalgia
CID100003143,0.164,Myalgia
CID100003143,0.189,Musculoskeletal discomfort
CID100003143,0.19,Musculoskeletal discomfort
CID100003143,0.02,Myalgia
CID100003143,0.22,Musculoskeletal discomfort
CID100003143,0.24,Musculoskeletal discomfort
CID100003143,0.03,Myalgia
CID100003143,0.03,Myalgia
CID100003143,0.33,Musculoskeletal discomfort
CID100003143,0.0466667,Myalgia
CID100003143,0.0486891,Myalgia
CID100003143,0.05,Musculoskeletal discomfort
CID100003143,0.509363,Myalgia
CID100003143,0.06,Abdominal pain upper
CID100003143,0.232955,Nail changes
CID100003143,0.396067,Nail changes
CID100003143,0.396067,Nail disorder
CID100003143,0.081,Nail changes
CID100003143,0.02,Skin exfoliation
CID100003143,0.02,Skin exfoliation
CID100003143,0.22822,Skin exfoliation
CID100003143,0.05,Skin exfoliation
CID100003143,0.0,Throat sore
CID100003143,0.0,Oropharyngeal discomfort
CID100003143,0.006,Fluid retention
CID100003143,0.01,Fluid retention
CID100003143,0.0149813,Fluid retention
CID100003143,0.13,Fluid retention
CID100003143,0.02,Fluid retention
CID100003143,0.2,Fluid retention
CID100003143,0.04,Fluid retention
CID100003143,0.0,Fluid retention
CID100003143,0.03,Blood bilirubin increased
CID100003143,0.06,Blood bilirubin increased
CID100003143,0.0,Neutropenic colitis
CID100003143,0.02,Lacrimation
CID100003143,0.02,Lacrimation increased
CID100003143,0.081,Lacrimation
CID100003143,0.0,Lacrimation
CID100003143,0.0,Neuropathy peripheral
CID100003143,0.01,Neuropathy peripheral
CID100003143,0.02,Neuropathy
CID100003143,0.299242,Neuropathy peripheral
CID100003143,0.0,Visual disturbance
CID100003143,0.006,Cancer pain
CID100003143,0.011,Cancer pain
CID100003143,0.11,Cancer pain
CID100003143,0.16,Cancer pain
CID100003143,0.16,Cancer pain
CID100003143,0.17,Cancer pain
CID100003143,0.09,Cancer pain
CID100003143,0.01,Gastrointestinal pain
CID100003143,0.113,Gastrointestinal pain
CID100003143,0.06,Gastrointestinal pain
CID100003143,0.071,Gastrointestinal pain
CID100003143,0.08,Gastrointestinal pain
CID100003143,0.06,Febrile neutropenia
CID100003143,0.06,Febrile neutropenia
CID100003143,0.0,Hand and foot syndrome secondary to sickle cell anaemia
CID100003143,0.0,Hand and foot syndrome secondary to sickle cell anaemia
CID100003143,0.003,Blood alkaline phosphatase increased
CID100003143,0.0,Insomnia
CID100003143,0.0,Insomnia
CID100003143,0.0,Recall phenomenon
CID100003143,0.195,Parosmia
CID100003143,0.05,Parosmia
CID100003143,0.033,Infusion site reactions
CID100003148,0.0316547,Abdominal pain
CID100003148,0.111,Diarrhoea
CID100003148,0.125,Dizziness
CID100003148,0.029,Dizziness
CID100003148,0.0311231,Dizziness
CID100003148,0.023,Drowsiness
CID100003148,0.023,Somnolence
CID100003148,0.0220264,Dyspepsia
CID100003148,0.0341997,Fatigue
CID100003148,0.0359712,Fatigue
CID100003148,0.0307018,Pruritus
CID100003148,0.0201439,Shivering
CID100003148,0.0264317,Tachycardia
CID100003148,0.0287278,Tachycardia
CID100003148,0.0,Ventricular fibrillation
CID100003148,0.0,Ventricular tachycardia
CID100003148,0.0195122,Urinary retention
CID100003148,0.0220264,Chills
CID100003151,0.0,Sudden death
CID100003152,0.001,Abscess
CID100003152,0.01,Anaemia
CID100003152,0.001,Anaemia
CID100003152,0.02,Anorexia
CID100003152,0.03,Anorexia
CID100003152,0.05,Anorexia
CID100003152,0.08,Anorexia
CID100003152,0.04,Decreased appetite
CID100003152,0.01,Arthritis
CID100003152,0.01,Ataxia
CID100003152,0.001,Ataxia
CID100003152,0.03,Back pain
CID100003152,0.01,Bronchitis
CID100003152,0.001,Cellulitis
CID100003152,0.11,Infection
CID100003152,0.09,Infection
CID100003152,0.051,Constipation
CID100003152,0.001,Libido decreased
CID100003152,0.01,Delusion
CID100003152,0.001,Delusion
CID100003152,0.0,Diarrhoea
CID100003152,0.15,Diarrhoea
CID100003152,0.03,Diarrhoea
CID100003152,0.03,Diarrhoea
CID100003152,0.001,Diverticulitis
CID100003152,0.0,Dizziness
CID100003152,0.06,Dizziness
CID100003152,0.001,Dyspnoea
CID100003152,0.001,Ear pain
CID100003152,0.05,Ecchymosis
CID100003152,0.03,Eczema
CID100003152,0.02,Eczema
CID100003152,0.001,Grand mal convulsion
CID100003152,0.0,Rash
CID100003152,0.02,Asthenia
CID100003152,0.001,Goitre
CID100003152,0.043,Headache
CID100003152,0.001,Cardiomegaly
CID100003152,0.001,Haematuria
CID100003152,0.02,Haemorrhage
CID100003152,0.01,Haemorrhage
CID100003152,0.001,Haemorrhoids
CID100003152,0.0,Hepatitis
CID100003152,0.001,Hostility
CID100003152,0.02,Hostility
CID100003152,0.02,Hyperlipidaemia
CID100003152,0.001,Hypersensitivity
CID100003152,0.01,Hypertension
CID100003152,0.01,Hypertension
CID100003152,0.0,Hyponatraemia
CID100003152,0.01,Disturbance in sexual arousal
CID100003152,0.001,Irritable bowel syndrome
CID100003152,0.01,Irritability
CID100003152,0.01,Irritability
CID100003152,0.001,Osteoarthritis
CID100003152,0.001,Lacrimal disorder
CID100003152,0.001,Lacrimal structural disorder
CID100003152,0.001,Leukocytosis
CID100003152,0.044,Nasopharyngitis
