drug_id,disease
CID100002550,Acute coronary syndrome
CID100002550,Proteinuria
CID100002550,Protein urine present
CID100002550,Proteinuria
CID100002550,Retinal disorder
CID100002550,Retinal disorder
CID100002550,Cerebrovascular accident
CID100002550,Cerebrovascular accident
CID100002550,Vascular resistance
CID100002550,Vascular resistance systemic
CID100002550,Cardiac output increased
CID100002550,Cardiac failure high output
CID100002550,Cardiac output increased
CID100002550,Fluid loss
CID100002550,Dehydration
CID100002550,Left ventricular dysfunction
CID100002550,Left ventricular dysfunction
CID100002550,Collagen-vascular disease
CID100002550,Collagen-vascular disease
CID100002550,Serum potassium increased
CID100002550,Blood potassium increased
CID100002550,Microalbuminuria
CID100002550,Microalbuminuria
CID100002550,Renin decreased
CID100002550,Renin decreased
CID100002550,Hypertensive
CID100002550,Hypertension
CID100002550,Postinfarction
CID100002550,Infarction
CID100002550,Hypotensive
CID100002550,Hypotension
CID100002550,Aldosterone low
CID100002550,Blood aldosterone decreased
CID100002550,Vascular resistance systemic
CID100002550,Vascular resistance systemic
CID100002550,Renal impairment
CID100002550,Renal impairment
CID100002550,Renal failure
CID100002551,Glaucoma
CID100002551,Glaucoma
CID100002551,Miosis
CID100002551,Miosis
CID100002554,Atrioventricular block
CID100002554,Atrioventricular block
CID100002554,Bipolar disorder
CID100002554,Bipolar disorder
CID100002554,Bipolar I disorder
CID100002554,Diabetes insipidus
CID100002554,Diabetes insipidus
CID100002554,Diabetic neuropathy
CID100002554,Diabetic neuropathy
CID100002554,Epilepsy
CID100002554,Epilepsy
CID100002554,Partial epilepsy
CID100002554,Partial seizures
CID100002554,Myoclonic epilepsy
CID100002554,Myoclonic epilepsy
CID100002554,Petit mal epilepsy
CID100002554,Petit mal epilepsy
CID100002554,Facial pain
CID100002554,Facial pain
CID100002554,Fasting
CID100002554,Fasting
CID100002554,Headache
CID100002554,Headache
CID100002554,Irritability
CID100002554,Irritability
CID100002554,"Major depressive disorder, single episode"
CID100002554,Major depression
CID100002554,Multiple sclerosis
CID100002554,Multiple sclerosis
CID100002554,Pain
CID100002554,Pain
CID100002554,Polyuria
CID100002554,Polyuria
CID100002554,Urine output increased
CID100002554,Convulsion
CID100002554,Convulsion
CID100002554,Status epilepticus
CID100002554,Status epilepticus
CID100002554,Thrombophlebitis
CID100002554,Thrombophlebitis
CID100002554,Trigeminal neuralgia
CID100002554,Trigeminal neuralgia
CID100002554,Loss of consciousness
CID100002554,Loss of consciousness
CID100002554,Polydipsia
CID100002554,Polydipsia
CID100002554,Electroencephalogram abnormal
CID100002554,Electroencephalogram abnormal
CID100002554,Glossopharyngeal neuralgia
CID100002554,Glossopharyngeal neuralgia
CID100002554,Ache
CID100002554,Pain
CID100002554,Convulsions generalised
CID100002554,Convulsion
CID100002554,Simple partial seizures
CID100002554,Simple partial seizures
CID100002554,Mania acute
CID100002554,Mania
CID100002554,Alcohol withdrawal syndrome
CID100002554,Alcohol withdrawal syndrome
CID100002554,Atonic seizures
CID100002554,Atonic seizures
CID100002554,Mania
CID100002554,Mania
CID100002554,Depressed mood
CID100002554,Depressed mood
CID100002554,Manic episode
CID100002554,Mania
CID100002554,Decreased interest
CID100002554,Decreased interest
CID100002554,Tonic-clonic seizures
CID100002554,Grand mal convulsion
CID100002554,Affective disorder
CID100002554,Affective disorder
CID100002554,Partial seizures
CID100002554,Partial seizures
CID100002554,Bipolar I disorder
CID100002554,Bipolar I disorder
CID100002559,Infection
CID100002559,Infection
CID100002559,Prostatitis
CID100002559,Prostatitis
CID100002559,Asymptomatic bacteriuria
CID100002559,Asymptomatic bacteriuria
CID100002563,Nausea
CID100002563,Nausea
CID100002563,Parkinson's disease
CID100002563,Parkinsonism
CID100002563,Parkinson's disease
CID100002563,Parkinsonism post encephalitic
CID100002563,Parkinsonism
CID100002563,Secondary parkinsonism
CID100002563,Parkinsonism
CID100002563,Vomiting
CID100002563,Vomiting
CID100002563,Parkinsonism
CID100002563,Parkinsonism
CID100002563,Intoxication
CID100002563,Poisoning
CID100002564,Anaphylactic shock
CID100002564,Anaphylactic shock
CID100002564,Angioedema
CID100002564,Angioedema
CID100002564,Conjunctivitis allergic
CID100002564,Conjunctivitis allergic
CID100002564,Hypersensitivity
CID100002564,Hypersensitivity
CID100002564,Perennial allergic rhinitis
CID100002564,Rhinitis perennial
CID100002564,Vasomotor rhinitis
CID100002564,Vasomotor rhinitis
CID100002564,Urticaria
CID100002564,Urticaria
CID100002564,Urticaria physical
CID100002564,Urticaria physical
CID100002564,Mechanical urticaria
CID100002576,Discomfort
CID100002576,Discomfort
CID100002578,Astrocytoma
CID100002578,Astrocytoma
CID100002578,Brain neoplasm
CID100002578,Brain neoplasm
CID100002578,Neoplasm malignant
CID100002578,Neoplasm malignant
CID100002578,Ependymoma
CID100002578,Ependymoma
CID100002578,Glioblastoma
CID100002578,Glioblastoma
CID100002578,Hodgkin's disease
CID100002578,Hodgkin's disease lymphocyte depletion type stage unspecified
CID100002578,Hodgkin's disease
CID100002578,Hodgkin's disease lymphocyte predominance type stage unspecified
CID100002578,Lung disorder
CID100002578,Lung disorder
CID100002578,Lymphoma
CID100002578,Non-Hodgkin's lymphoma
CID100002578,Lymphoma
CID100002578,Medulloblastoma
CID100002578,Medulloblastoma
CID100002578,Plasma cell myeloma
CID100002578,Plasma cell myeloma
CID100002578,Plasmacytoma
CID100002578,Neoplasm
CID100002578,Neoplasm
CID100002578,Convulsion
CID100002578,Convulsion
CID100002578,Bone marrow depression
CID100002578,Pancytopenia
CID100002578,Malignant glioma
CID100002578,Malignant glioma
CID100002578,Brain stem glioma
CID100002578,Brain stem glioma
CID100002578,Drug interaction
CID100002578,Drug interaction
CID100002578,Glioblastoma multiforme
CID100002578,Glioblastoma multiforme
CID100002583,Hypertension
CID100002583,Hypertension
CID100002583,Primary open angle glaucoma
CID100002583,Open angle glaucoma
CID100002583,Chronic open angle glaucoma
CID100002583,Open angle glaucoma
CID100002585,Angina unstable
CID100002585,Angina unstable
CID100002585,Angina pectoris
CID100002585,Arrhythmia
CID100002585,Arrhythmia
CID100002585,Asthma
CID100002585,Asthma
CID100002585,Dyspnoea
CID100002585,Dyspnoea
CID100002585,Cardiac failure
CID100002585,Cardiac failure
CID100002585,Cardiac failure congestive
CID100002585,Cardiac failure congestive
CID100002585,Hypertension
CID100002585,Hypertension
CID100002585,Liver disorder
CID100002585,Hepatocellular injury
CID100002585,Liver disorder
CID100002585,Foetor hepaticus
CID100002585,Myocardial infarction
CID100002585,Myocardial infarction
CID100002585,Acute coronary syndrome
CID100002585,Cerebrovascular accident
CID100002585,Cerebrovascular accident
CID100002585,Vasodilation
CID100002585,Vasodilation procedure
CID100002585,Essential hypertension
CID100002585,Essential hypertension
CID100002585,Prostatism
CID100002585,Prostatism
CID100002585,Left ventricular dysfunction
CID100002585,Left ventricular dysfunction
CID100002585,Ventricular dysfunction
CID100002585,Ventricular dysfunction
CID100002585,Cardiac failure chronic
CID100002585,Cardiac failure chronic
CID100002585,Renal vessel disorder
CID100002585,Renal vessel disorder
CID100002585,Ischaemic cardiomyopathy
CID100002585,Ischaemic cardiomyopathy
CID100002585,Atrial pressure
CID100002585,Atrial pressure
CID100002585,Drug interaction
CID100002585,Drug interaction
CID100002585,Hypertensive
CID100002585,Hypertension
CID100002585,Non-ischemic cardiomyopathy
CID100002585,Cardiomyopathy
CID100002585,Hepatic impairment
CID100002585,Liver disorder
CID100002585,Vascular resistance systemic
CID100002585,Vascular resistance systemic
CID100002585,Reflex tachycardia
CID100002585,Tachycardia
CID100002585,Renal impairment
CID100002585,Renal impairment
CID100002585,Renal failure
CID100002609,Bacterial infection
CID100002609,Bacterial infection
CID100002609,Bronchitis
CID100002609,Bronchitis
CID100002609,Bronchitis chronic
CID100002609,Bronchitis chronic
CID100002609,Infection
CID100002609,Infection
CID100002609,Cystitis
CID100002609,Cystitis noninfective
CID100002609,Bladder pain
CID100002609,Cystitis
CID100002609,Otitis media
CID100002609,Otitis media
CID100002609,Penicillin allergy
CID100002609,Drug hypersensitivity
CID100002609,Pharyngitis
CID100002609,Pharyngitis
CID100002609,Pneumonia
CID100002609,Pneumonia
CID100002609,Pyelonephritis
CID100002609,Pyelonephritis
CID100002609,Respiratory tract infection
CID100002609,Respiratory tract infection
CID100002609,Rheumatic fever
CID100002609,Rheumatic fever
CID100002609,Rheumatic disorder
CID100002609,Skin infection
CID100002609,Skin infection
CID100002609,Streptococcal infection
CID100002609,Streptococcal infection
CID100002609,Tonsillitis
CID100002609,Tonsillitis
CID100002609,Upper respiratory tract infection
CID100002609,Upper respiratory tract infection
CID100002609,Urinary tract infection
CID100002609,Urinary tract infection
CID100002609,Acute bronchitis
CID100002609,Bronchitis
CID100002609,Tracheobronchitis
CID100002609,Lower respiratory tract infection
CID100002609,Lower respiratory tract infection
CID100002609,Community acquired pneumonia
CID100002609,Pneumonia
CID100002609,Sinusitis bacterial
CID100002609,Sinusitis bacterial
CID100002609,Atypical pneumonia
CID100002609,Atypical pneumonia
CID100002609,Renal impairment
CID100002609,Renal impairment
CID100002609,Renal failure
CID100002610,Acute pharyngitis
CID100002610,Pharyngitis
CID100002610,Infection
CID100002610,Infection
CID100002610,Pharyngitis
CID100002610,Pharyngitis
CID100002610,Pneumonia
CID100002610,Pneumonia
CID100002610,Rheumatic fever
CID100002610,Rheumatic fever
CID100002610,Rheumatic disorder
CID100002610,Tonsillitis
CID100002610,Tonsillitis
CID100002610,Urinary tract infection
CID100002610,Urinary tract infection
CID100002610,Lower respiratory tract infection
CID100002610,Lower respiratory tract infection
CID100002610,Renal impairment
CID100002610,Renal impairment
CID100002610,Renal failure
CID100002612,Infection
CID100002612,Infection
CID100002617,Infection
CID100002617,Infection
CID100002617,Endocarditis
CID100002617,Endocarditis
CID100002617,Epididymitis
CID100002617,Epididymitis
CID100002617,Jaundice cholestatic
CID100002617,Jaundice cholestatic
CID100002617,Prostatitis
CID100002617,Prostatitis
CID100002617,Respiratory tract infection
CID100002617,Respiratory tract infection
CID100002617,Rheumatic fever
CID100002617,Rheumatic fever
CID100002617,Rheumatic disorder
CID100002617,Septicemia
CID100002617,Sepsis
CID100002617,Streptococcal infection
CID100002617,Streptococcal infection
CID100002617,Urinary tract infection
CID100002617,Urinary tract infection
CID100002617,Cholecystitis acute
CID100002617,Cholecystitis acute
CID100002617,Soft tissue infection
CID100002617,Soft tissue infection
CID100002617,Function kidney decreased
CID100002617,Renal impairment
CID100002617,Genital infection
CID100002617,Genital infection
CID100002617,Bone and joint infections
CID100002617,Renal impairment
CID100002617,Renal impairment
CID100002617,Renal failure
CID100002622,Bacteraemia
CID100002622,Bacteraemia
CID100002622,Blister
CID100002622,Blister
CID100002622,Dermatitis bullous
CID100002622,Bronchitis
CID100002622,Bronchitis
CID100002622,Infection
CID100002622,Infection
CID100002622,Cystic fibrosis
CID100002622,Cystic fibrosis
CID100002622,Body temperature increased
CID100002622,Body temperature increased
CID100002622,Hypotension
CID100002622,Hypotension
CID100002622,Neutropenia
CID100002622,Neutropenia
CID100002622,Peritonitis
CID100002622,Peritonitis
CID100002622,Pneumonia
CID100002622,Pneumonia
CID100002622,Pyelonephritis
CID100002622,Pyelonephritis
CID100002622,Septicemia
CID100002622,Sepsis
CID100002622,Urinary tract infection
CID100002622,Urinary tract infection
CID100002622,Hepatic function abnormal
CID100002622,Hepatic function abnormal
CID100002622,Lower respiratory tract infection
CID100002622,Lower respiratory tract infection
CID100002622,"Pneumonia due to Streptococcus, group b"
CID100002622,Pneumonia streptococcal
CID100002622,Haematological malignancy
CID100002622,Haematological malignancy
CID100002622,Febrile neutropenia
CID100002622,Febrile neutropenia
CID100002622,Abdominal infection
CID100002622,Abdominal infection
CID100002622,Renal impairment
CID100002622,Renal impairment
CID100002622,Renal failure
CID100002631,Bacteraemia
CID100002631,Bacteraemia
CID100002631,Pneumonia bacterial
CID100002631,Pneumonia bacterial
CID100002631,Borrelia infection
CID100002631,Borrelia infection
CID100002631,Bronchiectasis
CID100002631,Bronchiectasis
CID100002631,Cellulitis
CID100002631,Cellulitis
CID100002631,Central nervous system infection
CID100002631,Central nervous system infection
CID100002631,Bronchitis chronic
CID100002631,Bronchitis chronic
CID100002631,Infection
CID100002631,Infection
CID100002631,Cystitis
CID100002631,Cystitis noninfective
CID100002631,Bladder pain
CID100002631,Cystitis
CID100002631,Endometritis
CID100002631,Endometritis
CID100002631,Gonorrhoea
CID100002631,Gonorrhoea
CID100002631,Lung abscess
CID100002631,Lung abscess
CID100002631,Meningitis
CID100002631,Meningitis
CID100002631,Osteomyelitis
CID100002631,Osteomyelitis
CID100002631,Parametritis
CID100002631,Parametritis
CID100002631,Peritonitis
CID100002631,Peritonitis
CID100002631,Pneumonia
CID100002631,Pneumonia
CID100002631,Respiratory tract infection
CID100002631,Respiratory tract infection
CID100002631,"Septicaemia due to gram-negative organism, unspecified"
CID100002631,Bacterial sepsis
CID100002631,Septicemia
CID100002631,Sepsis
CID100002631,Skin infection
CID100002631,Skin infection
CID100002631,Urinary tract infection
CID100002631,Urinary tract infection
CID100002631,Wound infection
CID100002631,Wound infection
CID100002631,Pyelonephritis chronic
CID100002631,Pyelonephritis chronic
CID100002631,Lower respiratory tract infection
CID100002631,Lower respiratory tract infection
CID100002631,Soft tissue infection
CID100002631,Soft tissue infection
CID100002631,Ototoxicity
CID100002631,Ototoxicity
CID100002631,Pelvic inflammatory disease
CID100002631,Pelvic inflammatory disease
CID100002631,Asymptomatic bacteriuria
CID100002631,Asymptomatic bacteriuria
CID100002631,Nephrotoxicity
CID100002631,Nephropathy toxic
CID100002631,Enterococcal infection
CID100002631,Enterococcal infection
CID100002631,Bone and joint infections
CID100002631,Abdominal infection
CID100002631,Abdominal infection
CID100002631,Gynecological infection
CID100002631,Genital infection female
CID100002631,Ventriculitis
CID100002631,CNS ventriculitis
CID100002631,Renal impairment
CID100002631,Renal impairment
CID100002631,Renal failure
CID100002631,Arthritis bacterial
CID100002631,Arthritis bacterial
CID100002631,Other bacterial diseases
CID100002631,Bacterial infection
CID100002637,Abscess
CID100002637,Abscess
CID100002637,Infection
CID100002637,Infection
CID100002637,Endocarditis
CID100002637,Endocarditis
CID100002637,Endometritis
CID100002637,Endometritis
CID100002637,Lung abscess
CID100002637,Lung abscess
CID100002637,Parametritis
CID100002637,Parametritis
CID100002637,Pelvic infection
CID100002637,Pelvic infection
CID100002637,Peritonitis
CID100002637,Peritonitis
CID100002637,Pneumonia
CID100002637,Pneumonia
CID100002637,Respiratory tract infection
CID100002637,Respiratory tract infection
CID100002637,Septicemia
CID100002637,Sepsis
CID100002637,Urinary tract infection
CID100002637,Urinary tract infection
CID100002637,Lower respiratory tract infection
CID100002637,Lower respiratory tract infection
CID100002637,Pelvic inflammatory disease
CID100002637,Pelvic inflammatory disease
CID100002637,Abdominal abscess
CID100002637,Abdominal abscess
CID100002637,Infection mixed
CID100002637,Infection
CID100002637,Bone and joint infections
CID100002637,Abdominal infection
CID100002637,Abdominal infection
CID100002637,Gynecological infection
CID100002637,Genital infection female
CID100002637,Renal impairment
CID100002637,Renal impairment
CID100002637,Renal failure
CID100002645,Infection
CID100002645,Infection
CID100002646,Abscess
CID100002646,Abscess
CID100002646,Bacterial infection
CID100002646,Bacterial infection
CID100002646,Bronchitis chronic
CID100002646,Bronchitis chronic
CID100002646,Infection
CID100002646,Infection
CID100002646,Cystitis
CID100002646,Cystitis noninfective
CID100002646,Bladder pain
CID100002646,Cystitis
CID100002646,Influenza
CID100002646,Influenza
CID100002646,Otitis media
CID100002646,Otitis media
CID100002646,Pharyngitis
CID100002646,Pharyngitis
CID100002646,Rheumatic fever
CID100002646,Rheumatic fever
CID100002646,Rheumatic disorder
CID100002646,Streptococcal infection
CID100002646,Streptococcal infection
CID100002646,Tonsillitis
CID100002646,Tonsillitis
CID100002646,Urinary tract infection
CID100002646,Urinary tract infection
CID100002646,Acute sinusitis
CID100002646,Acute sinusitis
CID100002646,Acute bronchitis
CID100002646,Bronchitis
CID100002646,Tracheobronchitis
CID100002646,Acute cystitis
CID100002646,Cystitis
CID100002646,Renal impairment
CID100002646,Renal impairment
CID100002646,Renal failure
CID100002650,Abscess
CID100002650,Abscess
CID100002650,Bacteraemia
CID100002650,Bacteraemia
CID100002650,Bronchiectasis
CID100002650,Bronchiectasis
CID100002650,Bronchitis
CID100002650,Bronchitis
CID100002650,Bronchopneumonia
CID100002650,Bronchopneumonia
CID100002650,Bursitis
CID100002650,Bursitis
CID100002650,Cellulitis
CID100002650,Cellulitis
CID100002650,Central nervous system infection
CID100002650,Central nervous system infection
CID100002650,Infection
CID100002650,Infection
CID100002650,Cystic fibrosis
CID100002650,Cystic fibrosis
CID100002650,Cystitis
CID100002650,Cystitis noninfective
CID100002650,Bladder pain
CID100002650,Cystitis
CID100002650,Endometritis
CID100002650,Endometritis
CID100002650,Enterocolitis
CID100002650,Enterocolitis
CID100002650,Erysipelas
CID100002650,Erysipelas
CID100002650,Calculus of kidney
CID100002650,Nephrolithiasis
CID100002650,Mastitis
CID100002650,Mastitis
CID100002650,Mastoiditis
CID100002650,Mastoiditis
CID100002650,Meningitis
CID100002650,Meningitis
CID100002650,Osteitis
CID100002650,Osteitis
CID100002650,Osteomyelitis
CID100002650,Osteomyelitis
CID100002650,Otitis media
CID100002650,Otitis media
CID100002650,Parametritis
CID100002650,Parametritis
CID100002650,Peritonitis
CID100002650,Peritonitis
CID100002650,Pleurisy
CID100002650,Pleurisy
CID100002650,Pneumonia
CID100002650,Pneumonia
CID100002650,Pseudomonas infection
CID100002650,Pseudomonas infection
CID100002650,Pyelitis
CID100002650,Pyelonephritis
CID100002650,Respiratory tract infection
CID100002650,Respiratory tract infection
CID100002650,Septicemia
CID100002650,Sepsis
CID100002650,Urethritis
CID100002650,Urethritis noninfective
CID100002650,Urethritis
CID100002650,Urinary tract infection
CID100002650,Urinary tract infection
CID100002650,Wound
CID100002650,Wound
CID100002650,Immunocompromised
CID100002650,Immunodeficiency
CID100002650,Pyelonephritis chronic
CID100002650,Pyelonephritis chronic
CID100002650,Lower respiratory tract infection
CID100002650,Lower respiratory tract infection
CID100002650,Soft tissue infection
CID100002650,Soft tissue infection
CID100002650,Abdominal abscess
CID100002650,Abdominal abscess
CID100002650,Sepsis
CID100002650,Sepsis
CID100002650,Infection mixed
CID100002650,Infection
CID100002650,Sepsis neonatal
CID100002650,Sepsis neonatal
CID100002650,Bacterial sepsis
CID100002650,Bacterial sepsis
CID100002650,Bone and joint infections
CID100002650,Abdominal infection
CID100002650,Abdominal infection
CID100002650,Gynecological infection
CID100002650,Genital infection female
CID100002650,Renal impairment
CID100002650,Renal impairment
CID100002650,Renal failure
CID100002650,Arthritis bacterial
CID100002650,Arthritis bacterial
CID100002654,Bronchitis chronic
CID100002654,Bronchitis chronic
CID100002654,Infection
CID100002654,Infection
CID100002654,Pharyngitis
CID100002654,Pharyngitis
CID100002654,Rheumatic fever
CID100002654,Rheumatic fever
CID100002654,Rheumatic disorder
CID100002654,Tonsillitis
CID100002654,Tonsillitis
CID100002654,Otitis media acute
CID100002654,Otitis media acute
CID100002654,Renal impairment
CID100002654,Renal impairment
CID100002654,Renal failure
CID100002654,Otitis media bacterial
CID100002654,Otitis media bacterial
CID100002655,Infection
CID100002655,Infection
CID100002655,Gonorrhoea
CID100002655,Gonorrhoea
CID100002655,Meningitis
CID100002655,Meningitis
CID100002655,Septicemia
CID100002655,Sepsis
CID100002655,Urinary tract infection
CID100002655,Urinary tract infection
CID100002655,Lower respiratory tract infection
CID100002655,Lower respiratory tract infection
CID100002655,Pelvic inflammatory disease
CID100002655,Pelvic inflammatory disease
CID100002655,Bone and joint infections
CID100002655,Abdominal infection
CID100002655,Abdominal infection
CID100002655,Renal impairment
CID100002655,Renal impairment
CID100002655,Renal failure
CID100002656,Infection
CID100002656,Infection
CID100002656,Gonorrhoea
CID100002656,Gonorrhoea
CID100002656,Jaundice cholestatic
CID100002656,Jaundice cholestatic
CID100002656,Meningitis
CID100002656,Meningitis
CID100002656,Peritonitis
CID100002656,Peritonitis
CID100002656,Pneumonia
CID100002656,Pneumonia
CID100002656,Respiratory tract infection
CID100002656,Respiratory tract infection
CID100002656,Urinary tract infection
CID100002656,Urinary tract infection
CID100002656,Wound
CID100002656,Wound
CID100002656,Cholecystitis chronic
CID100002656,Cholecystitis chronic
CID100002656,Cholecystitis acute
CID100002656,Cholecystitis acute
CID100002656,Lower respiratory tract infection
CID100002656,Lower respiratory tract infection
CID100002656,Pelvic inflammatory disease
CID100002656,Pelvic inflammatory disease
CID100002656,Sepsis
CID100002656,Sepsis
CID100002656,"Pneumonia due to Streptococcus, group b"
CID100002656,Pneumonia streptococcal
CID100002656,Bacterial sepsis
CID100002656,Bacterial sepsis
CID100002656,Genital infection
CID100002656,Genital infection
CID100002656,Bone and joint infections
CID100002656,Abdominal infection
CID100002656,Abdominal infection
CID100002656,Shunt infection
CID100002656,Shunt infection
CID100002656,Renal impairment
CID100002656,Renal impairment
CID100002656,Renal failure
CID100002656,Otitis media bacterial
CID100002656,Otitis media bacterial
CID100002658,Bacterial infection
CID100002658,Bacterial infection
CID100002658,Pneumonia bacterial
CID100002658,Pneumonia bacterial
CID100002658,Bronchiectasis
CID100002658,Bronchiectasis
CID100002658,Cellulitis
CID100002658,Cellulitis
CID100002658,Bronchitis chronic
CID100002658,Bronchitis chronic
CID100002658,Infection
CID100002658,Infection
CID100002658,Cystitis
CID100002658,Cystitis noninfective
CID100002658,Bladder pain
CID100002658,Cystitis
CID100002658,Erysipelas
CID100002658,Erysipelas
CID100002658,Gonorrhoea
CID100002658,Gonorrhoea
CID100002658,Hypersensitivity
CID100002658,Hypersensitivity
CID100002658,Impetigo
CID100002658,Impetigo
CID100002658,Liver disorder
CID100002658,Hepatocellular injury
CID100002658,Liver disorder
CID100002658,Foetor hepaticus
CID100002658,Lung abscess
CID100002658,Lung abscess
CID100002658,Lyme disease
CID100002658,Lyme disease
CID100002658,Maxillary sinusitis
CID100002658,Sinusitis
CID100002658,Meningitis
CID100002658,Meningitis
CID100002658,Osteomyelitis
CID100002658,Osteomyelitis
CID100002658,Otitis media
CID100002658,Otitis media
CID100002658,Peritonitis
CID100002658,Peritonitis
CID100002658,Pharyngitis
CID100002658,Pharyngitis
CID100002658,Pneumonia
CID100002658,Pneumonia
CID100002658,Respiratory tract infection
CID100002658,Respiratory tract infection
CID100002658,Rheumatic fever
CID100002658,Rheumatic fever
CID100002658,Rheumatic disorder
CID100002658,"Septicaemia due to gram-negative organism, unspecified"
CID100002658,Bacterial sepsis
CID100002658,Septicemia
CID100002658,Sepsis
CID100002658,Sinusitis
CID100002658,Sinusitis
CID100002658,Streptococcal infection
CID100002658,Streptococcal infection
CID100002658,Tonsillitis
CID100002658,Tonsillitis
CID100002658,Urinary tract infection
CID100002658,Urinary tract infection
CID100002658,Wound infection
CID100002658,Wound infection
CID100002658,Pyelonephritis chronic
CID100002658,Pyelonephritis chronic
CID100002658,Acute bronchitis
CID100002658,Bronchitis
CID100002658,Tracheobronchitis
CID100002658,Lower respiratory tract infection
CID100002658,Lower respiratory tract infection
CID100002658,Soft tissue infection
CID100002658,Soft tissue infection
CID100002658,Overgrowth bacterial
CID100002658,Overgrowth bacterial
CID100002658,Pathogen resistance
CID100002658,Pelvic inflammatory disease
CID100002658,Pelvic inflammatory disease
CID100002658,Asymptomatic bacteriuria
CID100002658,Asymptomatic bacteriuria
CID100002658,Infection mixed
CID100002658,Infection
CID100002658,Bone and joint infections
CID100002658,Renal impairment
CID100002658,Renal impairment
CID100002658,Renal failure
CID100002658,Arthritis bacterial
CID100002658,Arthritis bacterial
CID100002658,Otitis media bacterial
CID100002658,Otitis media bacterial
CID100002658,Erythema migrans
CID100002658,Erythema migrans
CID100002662,Arthritis
CID100002662,Arthritis
CID100002662,Rheumatoid arthritis
CID100002662,Rheumatoid arthritis
CID100002662,Arthritis
CID100002662,Dysmenorrhoea
CID100002662,Dysmenorrhoea
CID100002662,Hypertension
CID100002662,Hypertension
CID100002662,Inflammation
CID100002662,Inflammation
CID100002662,Intestinal polyp
CID100002662,Intestinal polyp
CID100002662,Osteoarthritis
CID100002662,Osteoarthritis
CID100002662,Pain
CID100002662,Pain
CID100002662,Adenomatous polyposis coli
CID100002662,Adenomatous polyposis coli
CID100002662,Polyp
CID100002662,Polyp
CID100002662,Soft tissue injury
CID100002662,Soft tissue injury
CID100002662,Spondylitis
CID100002662,Spondyloarthropathy
CID100002662,Spondylitis
CID100002662,Ankylosing spondylitis
CID100002662,Ankylosing spondylitis
CID100002662,Sprain
CID100002662,Ligament sprain
CID100002662,Trauma
CID100002662,Injury
CID100002662,Primary dysmenorrhea
CID100002662,Dysmenorrhoea
CID100002662,Acute pain
CID100002662,Pain
CID100002662,Colon adenoma
CID100002662,Colon adenoma
CID100002662,Large intestine polyp
CID100002662,Large intestine polyp
CID100002662,Juvenile idiopathic arthritis
CID100002662,Juvenile idiopathic arthritis
CID100002663,Angina pectoris
CID100002663,Angina pectoris
CID100002663,Asthma
CID100002663,Asthma
CID100002663,Hypertension
CID100002663,Hypertension
CID100002666,Bacterial infection
CID100002666,Bacterial infection
CID100002666,Infection
CID100002666,Infection
CID100002666,Endocarditis bacterial
CID100002666,Endocarditis
CID100002666,Endocarditis bacterial
CID100002666,Hypersensitivity
CID100002666,Hypersensitivity
CID100002666,Otitis media
CID100002666,Otitis media
CID100002666,Respiratory tract infection
CID100002666,Respiratory tract infection
CID100002666,Rheumatic fever
CID100002666,Rheumatic fever
CID100002666,Rheumatic disorder
CID100002666,Streptococcal infection
CID100002666,Streptococcal infection
CID100002666,Acute prostatitis
CID100002666,Prostatitis
CID100002666,Soft tissue infection
CID100002666,Soft tissue infection
CID100002666,Tooth infection
CID100002666,Tooth infection
CID100002666,Sinusitis bacterial
CID100002666,Sinusitis bacterial
CID100002666,Renal impairment
CID100002666,Renal impairment
CID100002666,Renal failure
CID100002675,Bronchitis chronic
CID100002675,Bronchitis chronic
CID100002675,Infection
CID100002675,Infection
CID100002675,Cystitis
CID100002675,Cystitis noninfective
CID100002675,Bladder pain
CID100002675,Cystitis
CID100002675,Gonorrhoea
CID100002675,Gonorrhoea
CID100002675,Otitis media
CID100002675,Otitis media
CID100002675,Pharyngitis
CID100002675,Pharyngitis
CID100002675,Rheumatic fever
CID100002675,Rheumatic fever
CID100002675,Rheumatic disorder
CID100002675,Sinusitis
CID100002675,Sinusitis
CID100002675,Tonsillitis
CID100002675,Tonsillitis
CID100002675,Urethritis
CID100002675,Urethritis noninfective
CID100002675,Urethritis
CID100002675,Urinary tract infection
CID100002675,Urinary tract infection
CID100002675,Acute bronchitis
CID100002675,Bronchitis
CID100002675,Tracheobronchitis
CID100002675,Renal impairment
CID100002675,Renal impairment
CID100002675,Renal failure
CID100002676,Carotid artery disease
CID100002676,Carotid artery disease
CID100002676,Coronary heart disease
CID100002676,Coronary artery disease
CID100002676,Diabetes mellitus
CID100002676,Diabetes mellitus
CID100002676,Hypercholesterolaemia
CID100002676,Hypercholesterolaemia
CID100002676,Hyperlipoproteinemia
CID100002676,Hyperlipidaemia
CID100002676,Hypertension
CID100002676,Hypertension
CID100002676,Hypertriglyceridaemia
CID100002676,Blood triglycerides increased
CID100002676,Hypertriglyceridaemia
CID100002676,Premature menopause
CID100002676,Premature menopause
CID100002676,Peripheral vascular disorder
CID100002676,Peripheral vascular disorder
CID100002676,Dyslipidaemia
CID100002676,Dyslipidaemia
CID100002676,Low density lipoprotein increased
CID100002676,Low density lipoprotein increased
CID100002676,High density lipoprotein decreased
CID100002676,Type IIb hyperlipoproteinemia
CID100002676,Type IIb hyperlipidaemia
CID100002678,Asthma
CID100002678,Asthma
CID100002678,Conjunctivitis
CID100002678,Conjunctivitis
