drug_id,disease
CID100004915,Glioma
CID100004915,Glioma
CID100004915,Hodgkin's disease
CID100004915,Hodgkin's disease lymphocyte depletion type stage unspecified
CID100004915,Hodgkin's disease
CID100004915,Hodgkin's disease lymphocyte predominance type stage unspecified
CID100004915,Lymphoma
CID100004915,Non-Hodgkin's lymphoma
CID100004915,Lymphoma
CID100004915,Malignant melanoma
CID100004915,Malignant melanoma
CID100004915,Plasma cell myeloma
CID100004915,Plasma cell myeloma
CID100004915,Plasmacytoma
CID100004915,Neoplasm
CID100004915,Neoplasm
CID100004915,Carcinoma of lung
CID100004915,Lung neoplasm malignant
CID100004917,Anxiety
CID100004917,Anxiety
CID100004917,Labyrinthitis
CID100004917,Labyrinthitis
CID100004917,Meniere's disease
CID100004917,Meniere's disease
CID100004917,Mitral valve incompetence
CID100004917,Mitral valve incompetence
CID100004917,Nausea
CID100004917,Nausea
CID100004917,Psychotic disorder
CID100004917,Psychotic disorder
CID100004917,Schizophrenia
CID100004917,Schizophrenia
CID100004917,Vertigo
CID100004917,Vertigo
CID100004917,Vomiting
CID100004917,Vomiting
CID100004917,Migraine
CID100004917,Migraine
CID100004917,Electroencephalogram abnormal
CID100004917,Electroencephalogram abnormal
CID100004917,Agitated depression
CID100004917,Agitated depression
CID100004917,Mania acute
CID100004917,Mania
CID100004917,Generalised anxiety disorder
CID100004917,Generalised anxiety disorder
CID100004917,Tardive dyskinesia
CID100004917,Tardive dyskinesia
CID100004920,Abdominal pain
CID100004920,Abdominal pain
CID100004920,Gastrointestinal pain
CID100004920,Abortion spontaneous
CID100004920,Abortion spontaneous
CID100004920,Amenorrhoea
CID100004920,Amenorrhoea
CID100004920,Anxiety
CID100004920,Anxiety
CID100004920,Arthralgia
CID100004920,Musculoskeletal discomfort
CID100004920,Arthralgia
CID100004920,Arthritis
CID100004920,Arthritis
CID100004920,Back pain
CID100004920,Back pain
CID100004920,Clotting
CID100004920,Coagulopathy
CID100004920,Breast cancer
CID100004920,Breast cancer
CID100004920,Bronchitis
CID100004920,Bronchitis
CID100004920,Chest pain
CID100004920,Chest pain
CID100004920,Cleft palate
CID100004920,Cleft palate
CID100004920,Infection
CID100004920,Infection
CID100004920,Confusional state
CID100004920,Feeling abnormal
CID100004920,Confusional state
CID100004920,Constipation
CID100004920,Constipation
CID100004920,Cough
CID100004920,Cough
CID100004920,Depression
CID100004920,Depression
CID100004920,Diarrhoea
CID100004920,Diarrhoea
CID100004920,Diplopia
CID100004920,Diplopia
CID100004920,Dizziness
CID100004920,Dizziness
CID100004920,Drowsiness
CID100004920,Somnolence
CID100004920,Dyspepsia
CID100004920,Dyspepsia
CID100004920,Exophthalmos
CID100004920,Exophthalmos
CID100004920,Congenital eye disorder
CID100004920,Congenital eye disorder
CID100004920,Eye disorder
CID100004920,Fatigue
CID100004920,Fatigue
CID100004920,Asthenia
CID100004920,Fertilization
CID100004920,Assisted fertilisation
CID100004920,Body temperature increased
CID100004920,Body temperature increased
CID100004920,Headache
CID100004920,Headache
CID100004920,Heartburn
CID100004920,Dyspepsia
CID100004920,Haemorrhage
CID100004920,Haemorrhage
CID100004920,Haemoglobin
CID100004920,Hypertension
CID100004920,Hypertension
CID100004920,Infertility
CID100004920,Infertility
CID100004920,Irritability
CID100004920,Irritability
CID100004920,Cramps of lower extremities
CID100004920,Muscle spasms
CID100004920,Liver disorder
CID100004920,Hepatocellular injury
CID100004920,Liver disorder
CID100004920,Foetor hepaticus
CID100004920,Breast pain
CID100004920,Breast pain
CID100004920,Menopause
CID100004920,Menopause
CID100004920,Cramp muscle
CID100004920,Muscle spasms
CID100004920,Myocardial infarction
CID100004920,Myocardial infarction
CID100004920,Acute coronary syndrome
CID100004920,Nasal congestion
CID100004920,Nasal congestion
CID100004920,Nausea
CID100004920,Nausea
CID100004920,Night sweats
CID100004920,Night sweats
CID100004920,Pain
CID100004920,Pain
CID100004920,Personality disorder
CID100004920,Personality disorder
CID100004920,Pulmonary embolism
CID100004920,Pulmonary embolism
CID100004920,Cerebrovascular accident
CID100004920,Cerebrovascular accident
CID100004920,Swelling
CID100004920,Swelling
CID100004920,Upper respiratory tract infection
CID100004920,Upper respiratory tract infection
CID100004920,Urinary tract infection
CID100004920,Urinary tract infection
CID100004920,Uterine leiomyoma
CID100004920,Uterine leiomyoma
CID100004920,Uterine haemorrhage
CID100004920,Uterine haemorrhage
CID100004920,Vaginal inflammation
CID100004920,Vaginal infection
CID100004920,Vaginal inflammation
CID100004920,Viral infection
CID100004920,Viral infection
CID100004920,Vomiting
CID100004920,Vomiting
CID100004920,Dry mouth
CID100004920,Dry mouth
CID100004920,Mood swings
CID100004920,Mood swings
CID100004920,Affect lability
CID100004920,Migraine
CID100004920,Migraine
CID100004920,Bone pain
CID100004920,Bone pain
CID100004920,Uterine cancer
CID100004920,Uterine cancer
CID100004920,Menstruation irregular
CID100004920,Menstruation irregular
CID100004920,Stomach ache
CID100004920,Abdominal pain
CID100004920,Abdominal pain upper
CID100004920,Vaginal discharge
CID100004920,Vaginal discharge
CID100004920,Disability
CID100004920,Disability
CID100004920,Amenorrhea secondary
CID100004920,Amenorrhoea
CID100004920,Worry
CID100004920,Anxiety
CID100004920,Vaginal dryness
CID100004920,Vulvovaginal dryness
CID100004920,Throat sore
CID100004920,Oropharyngeal pain
CID100004920,Oropharyngeal discomfort
CID100004920,Breast tenderness
CID100004920,Breast tenderness
CID100004920,Fluid retention
CID100004920,Fluid retention
CID100004920,Vision blurred
CID100004920,Vision blurred
CID100004920,Vaginal infection
CID100004920,Vaginal infection
CID100004920,Blindness
CID100004920,Blindness
CID100004920,Hot flush
CID100004920,Menopausal symptoms
CID100004920,Hot flush
CID100004920,Sleep disorder
CID100004920,Sleep disorder
CID100004920,Oestrogenic effect
CID100004920,Oestrogenic effect
CID100004920,Abdominal bloating
CID100004920,Flatulence
CID100004920,Abdominal distension
CID100004920,Imbalance hormonal
CID100004920,Hormone level abnormal
CID100004920,Unspecified visual loss
CID100004920,Blindness
CID100004923,Drug interaction
CID100004923,Drug interaction
CID100004923,Plasmodium falciparum infection
CID100004923,Plasmodium falciparum infection
CID100004923,Renal impairment
CID100004923,Renal impairment
CID100004923,Renal failure
CID100004927,Anaphylactic shock
CID100004927,Anaphylactic shock
CID100004927,Angioedema
CID100004927,Angioedema
CID100004927,Varicella
CID100004927,Varicella
CID100004927,Conjunctivitis allergic
CID100004927,Conjunctivitis allergic
CID100004927,Seasonal allergy
CID100004927,Seasonal allergy
CID100004927,Rhinitis seasonal
CID100004927,Hypersensitivity
CID100004927,Hypersensitivity
CID100004927,Insect bite NOS
CID100004927,Arthropod bite
CID100004927,Measles
CID100004927,Measles
CID100004927,Motion sickness
CID100004927,Motion sickness
CID100004927,Nausea
CID100004927,Nausea
CID100004927,Pain
CID100004927,Pain
CID100004927,Postoperative pain
CID100004927,Procedural pain
CID100004927,Pruritus
CID100004927,Pruritus
CID100004927,Vasomotor rhinitis
CID100004927,Vasomotor rhinitis
CID100004927,Sting
CID100004927,Arthropod sting
CID100004927,Urticaria
CID100004927,Urticaria
CID100004927,Vomiting
CID100004927,Vomiting
CID100004927,Wakefulness
CID100004927,Poor quality sleep
CID100004927,Allergic contact dermatitis
CID100004927,Dermatitis contact
CID100004927,Apprehension
CID100004927,Anxiety
CID100004927,Light sleep
CID100004927,Poor quality sleep
CID100004927,Urticaria physical
CID100004927,Urticaria physical
CID100004927,Mechanical urticaria
CID100004927,Postoperative vomiting
CID100004927,Procedural vomiting
CID100004927,Allergic conditions
CID100004927,Rhinitis allergic
CID100004927,Rhinitis allergic
CID100004932,Arrhythmia
CID100004932,Arrhythmia
CID100004932,Atrial fibrillation
CID100004932,Atrial fibrillation
CID100004932,Atrial flutter
CID100004932,Atrial flutter
CID100004932,Sudden death
CID100004932,Sudden death
CID100004932,Cardiac flutter
CID100004932,Cardiac flutter
CID100004932,Cardiac disorder
CID100004932,Cardiac disorder
CID100004932,Myocardial infarction
CID100004932,Myocardial infarction
CID100004932,Acute coronary syndrome
CID100004932,Paroxysmal supraventricular tachycardia
CID100004932,Supraventricular tachycardia
CID100004932,Supraventricular extrasystoles
CID100004932,Supraventricular extrasystoles
CID100004932,Supraventricular tachycardia
CID100004932,Supraventricular tachycardia
CID100004932,Vascular resistance
CID100004932,Vascular resistance systemic
CID100004932,Wolff-Parkinson-White syndrome
CID100004932,Wolff-Parkinson-White syndrome
CID100004932,Ventricular arrhythmia
CID100004932,Ventricular arrhythmia
CID100004932,Excitability
CID100004932,Agitation
CID100004932,Paroxysmal atrial fibrillation
CID100004932,Atrial fibrillation
CID100004932,Prolonged menses
CID100004932,Menorrhagia
CID100004932,Cardiac index
CID100004932,Cardiac index
CID100004932,Chronic atrial fibrillation
CID100004932,Atrial fibrillation
CID100004932,Sustained ventricular tachycardia
CID100004932,Ventricular tachycardia
CID100004932,Hepatic insufficiency
CID100004932,Hepatic failure
CID100004932,Renal impairment
CID100004932,Renal impairment
CID100004932,Renal failure
CID100004932,Permanent atrial fibrillation
CID100004932,Atrial fibrillation
CID100004934,Cholecystitis
CID100004934,Cholecystitis
CID100004934,Colitis ulcerative
CID100004934,Colitis ulcerative
CID100004934,Proctocolitis
CID100004934,Diarrhoea
CID100004934,Diarrhoea
CID100004934,Diverticulitis
CID100004934,Diverticulitis
CID100004934,Gastritis
CID100004934,Gastritis
CID100004934,Hyperhidrosis
CID100004934,Hyperhidrosis
CID100004934,Irritable bowel syndrome
CID100004934,Functional gastrointestinal disorder
CID100004934,Irritable bowel syndrome
CID100004934,Pancreatitis
CID100004934,Pancreatitis
CID100004934,Peptic ulcer
CID100004934,Peptic ulcer
CID100004934,Renal colic
CID100004934,Renal colic
CID100004934,Functional gastrointestinal disorder
CID100004934,Functional gastrointestinal disorder
CID100004934,Acute enterocolitis
CID100004934,Enterocolitis
CID100004946,Angina pectoris
CID100004946,Angina pectoris
CID100004946,Arrhythmia
CID100004946,Arrhythmia
CID100004946,Atrial fibrillation
CID100004946,Atrial fibrillation
CID100004946,Atrial flutter
CID100004946,Atrial flutter
CID100004946,Arteriosclerosis coronary artery
CID100004946,Arteriosclerosis coronary artery
CID100004946,Diabetes mellitus
CID100004946,Diabetes mellitus
CID100004946,Diabetic nephropathy
CID100004946,Diabetic nephropathy
CID100004946,Headache
CID100004946,Headache
CID100004946,Cardiac failure
CID100004946,Cardiac failure
CID100004946,Haemangioma
CID100004946,Haemangioma
CID100004946,Hyperlipidaemia
CID100004946,Hyperlipidaemia
CID100004946,Hypertension
CID100004946,Hypertension
CID100004946,Hypotension
CID100004946,Hypotension
CID100004946,Myocardial infarction
CID100004946,Myocardial infarction
CID100004946,Acute coronary syndrome
CID100004946,Neoplasm
CID100004946,Neoplasm
CID100004946,Pain
CID100004946,Pain
CID100004946,Palpitations
CID100004946,Palpitations
CID100004946,Syncope
CID100004946,Loss of consciousness
CID100004946,Syncope
CID100004946,Dizziness
CID100004946,Shock
CID100004946,Supraventricular tachycardia
CID100004946,Supraventricular tachycardia
CID100004946,Thyrotoxicosis
CID100004946,Hyperthyroidism
CID100004946,Tremor
CID100004946,Tremor
CID100004946,Ulcer
CID100004946,Ulcer
CID100004946,Ventricular tachycardia
CID100004946,Ventricular tachycardia
CID100004946,Wolff-Parkinson-White syndrome
CID100004946,Wolff-Parkinson-White syndrome
CID100004946,Tachyarrhythmia
CID100004946,Tachyarrhythmia
CID100004946,Ventricular arrhythmia
CID100004946,Ventricular arrhythmia
CID100004946,Migraine
CID100004946,Migraine
CID100004946,Digitalis intoxication (NOS)
CID100004946,Toxicity to various agents
CID100004946,Ventricular extrasystoles
CID100004946,Ventricular extrasystoles
CID100004946,Hemangioma simplex
CID100004946,Haemangioma of skin
CID100004946,Sinus rhythm
CID100004946,Sinus rhythm
CID100004946,Conduction disorder
CID100004946,Conduction disorder
CID100004946,Essential tremor
CID100004946,Familial tremor
CID100004946,Essential tremor
CID100004946,Migraine without aura
CID100004946,Migraine without aura
CID100004946,Myocardial depression
CID100004946,Myocardial depression
CID100004946,Familial tremor
CID100004946,Familial tremor
CID100004946,Arrhythmia supraventricular
CID100004946,Arrhythmia supraventricular
CID100004946,Atrial tachycardia
CID100004946,Atrial tachycardia
CID100004946,Idiopathic hypertrophic subaortic stenosis
CID100004946,Hypertrophic cardiomyopathy
CID100004976,Depression
CID100004976,Depression
CID100004989,Hookworm infection
CID100004989,Hookworm infection
CID100004989,Infestation NOS
CID100004989,Infestation
CID100004991,Breast feeding
CID100004991,Breast feeding
CID100004991,Myasthenia gravis
CID100004991,Myasthenia gravis
CID100004991,Ileus paralytic
CID100004991,Ileus paralytic
CID100004991,Urinary retention
CID100004991,Urinary retention
CID100004992,Bite
CID100004992,Bite
CID100004992,Sting
CID100004992,Arthropod sting
CID100004992,Nettle rash
CID100004992,Urticaria
CID100004993,Malaria
CID100004993,Malaria
CID100004993,Toxoplasmosis
CID100004993,Toxoplasmosis
CID100004999,Chronic insomnia
CID100004999,Insomnia
CID100004999,Insomnia
CID100004999,Insomnia
CID100005002,Mental disorder
CID100005002,Mental disorder
CID100005002,Bipolar disorder
CID100005002,Bipolar disorder
CID100005002,Bipolar I disorder
CID100005002,Bipolar depression
CID100005002,Bipolar I disorder
CID100005002,Depression
CID100005002,Depression
CID100005002,Hyperglycaemia
CID100005002,Hyperglycaemia
CID100005002,Neutropenia
CID100005002,Neutropenia
CID100005002,Psychotic disorder
CID100005002,Psychotic disorder
CID100005002,Schizoaffective disorder
CID100005002,Schizoaffective disorder
CID100005002,Schizophrenia
CID100005002,Schizophrenia
CID100005002,Childhood schizophrenia
CID100005002,Schizophrenia
CID100005002,Tremor
CID100005002,Tremor
CID100005002,Cogwheel rigidity
CID100005002,Cogwheel rigidity
CID100005002,Extrapyramidal symptoms
CID100005002,Extrapyramidal disorder
CID100005002,Mania acute
CID100005002,Mania
CID100005002,Bipolar II disorder
CID100005002,Bipolar II disorder
CID100005002,Generalised anxiety disorder
CID100005002,Generalised anxiety disorder
CID100005002,Mania
CID100005002,Mania
CID100005002,Akathisia
CID100005002,Akathisia
CID100005002,Dementia
CID100005002,Dementia
CID100005002,White blood cell count decreased
CID100005002,White blood cell count decreased
CID100005002,Bipolar I disorder
CID100005002,Bipolar I disorder
CID100005002,Hepatic impairment
CID100005002,Liver disorder
CID100005002,Major depression
CID100005002,Major depression
CID100005002,Nuchal rigidity
CID100005002,Nuchal rigidity
CID100005005,Angioedema
CID100005005,Angioedema
CID100005005,Cardiac failure
CID100005005,Cardiac failure
CID100005005,Cardiac failure congestive
CID100005005,Cardiac failure congestive
CID100005005,Hypertension
CID100005005,Hypertension
CID100005005,Renovascular hypertension
CID100005005,Renovascular hypertension
CID100005005,Hypotension
CID100005005,Hypotension
CID100005005,Essential hypertension
CID100005005,Essential hypertension
CID100005029,Infection
CID100005029,Infection
CID100005029,Duodenal ulcer
CID100005029,Duodenal ulcer
CID100005029,Gastrooesophageal reflux disease
CID100005029,Gastrooesophageal reflux disease
CID100005029,Heartburn
CID100005029,Dyspepsia
CID100005029,Peptic ulcer
CID100005029,Peptic ulcer
CID100005029,Gastric ulcer
CID100005029,Gastric ulcer
CID100005029,Ulcer
CID100005029,Ulcer
CID100005029,Zollinger-Ellison syndrome
CID100005029,Gastrinoma
CID100005029,Chronic gastritis
CID100005029,Gastritis
CID100005029,Regurgitation
CID100005029,Regurgitation
CID100005029,Non-erosive reflux disease
CID100005029,Gastrooesophageal reflux disease
CID100005032,Adams-Stokes syndrome
CID100005032,Adams-Stokes syndrome
CID100005032,Asthma
CID100005032,Asthma
CID100005032,Bronchospasm
CID100005032,Bronchospasm
CID100005032,Common cold
CID100005032,Nasopharyngitis
CID100005032,Rhinitis
CID100005032,Seasonal allergy
CID100005032,Seasonal allergy
CID100005032,Rhinitis seasonal
CID100005032,Headache
CID100005032,Headache
CID100005032,Cardiac disorder
CID100005032,Cardiac disorder
CID100005032,Hypersensitivity
CID100005032,Hypersensitivity
CID100005032,Hypertension
CID100005032,Hypertension
CID100005032,Hypotension
CID100005032,Hypotension
CID100005032,Myasthenia gravis
CID100005032,Myasthenia gravis
CID100005032,Narcolepsy
CID100005032,Narcolepsy
CID100005032,Nasal congestion
CID100005032,Nasal congestion
CID100005032,Shock
CID100005032,Shock
CID100005032,Swelling
CID100005032,Swelling
CID100005032,Atrioventricular block complete
CID100005032,Atrioventricular block complete
CID100005032,Sinus congestion
CID100005032,Sinus congestion
CID100005032,Sinus pain
CID100005032,Sinus headache
CID100005032,Hypotensive
CID100005032,Hypotension
CID100005032,Rhinorrhoea
CID100005032,Nasopharyngitis
CID100005032,Rhinorrhoea
CID100005035,Breast cancer
CID100005035,Breast cancer
CID100005035,Hip fracture
CID100005035,Hip fracture
CID100005035,Menarche
CID100005035,Menarche
CID100005035,Menopause
CID100005035,Menopause
CID100005035,Osteoporosis
CID100005035,Osteoporosis
CID100005035,Osteoporosis postmenopausal
CID100005035,Osteoporosis postmenopausal
CID100005035,Menopausal symptoms
CID100005035,Menopausal symptoms
CID100005035,Breast cancer invasive NOS
CID100005035,Breast cancer
CID100005038,Angioedema
CID100005038,Angioedema
CID100005038,Cardiac failure
CID100005038,Cardiac failure
CID100005038,Cardiac failure congestive
CID100005038,Cardiac failure congestive
CID100005038,Hypertension
CID100005038,Hypertension
CID100005038,Renovascular hypertension
CID100005038,Renovascular hypertension
CID100005038,Hypotension
CID100005038,Hypotension
CID100005038,Nephropathy
CID100005038,Nephropathy
CID100005038,Myocardial infarction
CID100005038,Myocardial infarction
CID100005038,Acute coronary syndrome
CID100005038,Proteinuria
CID100005038,Protein urine present
CID100005038,Proteinuria
CID100005038,Renal artery stenosis
CID100005038,Renal artery stenosis
CID100005038,Cerebrovascular accident
CID100005038,Cerebrovascular accident
CID100005038,Angiopathy
CID100005038,Angiopathy
CID100005038,Essential hypertension
CID100005038,Essential hypertension
CID100005038,Acute myocardial infarction
CID100005038,Acute myocardial infarction
CID100005038,Left ventricular dysfunction
CID100005038,Left ventricular dysfunction
CID100005038,Microalbuminuria
CID100005038,Microalbuminuria
CID100005038,Progressive renal failure
CID100005038,Renal failure
CID100005038,Post MI
CID100005038,Myocardial infarction
CID100005038,Hypertensive
CID100005038,Hypertension
CID100005038,Renal impairment
CID100005038,Renal impairment
CID100005038,Renal failure
CID100005039,Infection
CID100005039,Infection
CID100005039,Scleroderma
CID100005039,Scleroderma
CID100005039,Duodenal ulcer
CID100005039,Duodenal ulcer
CID100005039,Dyspepsia
CID100005039,Dyspepsia
CID100005039,Oesophagitis
CID100005039,Oesophagitis
CID100005039,Reflux esophagitis
CID100005039,Gastrooesophageal reflux disease
CID100005039,Gastrinoma
CID100005039,Gastrinoma
CID100005039,Gastrooesophageal reflux disease
CID100005039,Gastrooesophageal reflux disease
CID100005039,Gastrointestinal haemorrhage
CID100005039,Gastrointestinal haemorrhage
CID100005039,Heartburn
CID100005039,Dyspepsia
CID100005039,Haemorrhage
CID100005039,Haemorrhage
CID100005039,Haemoglobin
CID100005039,Obesity
CID100005039,Obesity
CID100005039,Peptic ulcer
CID100005039,Peptic ulcer
CID100005039,Gastric ulcer
CID100005039,Gastric ulcer
CID100005039,Ulcer
CID100005039,Ulcer
CID100005039,Upper gastrointestinal haemorrhage
CID100005039,Upper gastrointestinal haemorrhage
CID100005039,Zollinger-Ellison syndrome
CID100005039,Gastrinoma
CID100005039,Mendelson's syndrome
CID100005039,Mendelson's syndrome
CID100005039,Hyperchlorhydria
CID100005039,Hyperchlorhydria
CID100005039,Gastric pH decreased
CID100005039,Systemic mastocytosis
CID100005039,Systemic mastocytosis
CID100005039,Discomfort
CID100005039,Discomfort
CID100005039,Acid indigestion
CID100005039,Dyspepsia
CID100005039,Upset stomach
CID100005039,Abdominal discomfort
CID100005039,Erosive oesophagitis
CID100005039,Erosive oesophagitis
CID100005039,Ulcer haemorrhage
CID100005039,Ulcer haemorrhage
CID100005039,Gastrointestinal symptom NOS
CID100005039,Gastrointestinal disorder
CID100005039,Bacterial infection due to helicobacter pylori (H. pylori)
CID100005039,Helicobacter infection
CID100005039,Sour stomach
CID100005039,Hyperchlorhydria
CID100005040,Hypercholesterolaemia
CID100005040,Hypercholesterolaemia
CID100005040,Ovarian cyst
CID100005040,Ovarian cyst
CID100005040,Skin carcinoma
CID100005040,Skin cancer
CID100005040,Rejection acute renal
CID100005040,Kidney transplant rejection
CID100005040,Hepatic impairment
CID100005040,Liver disorder
CID100005040,Renal impairment
CID100005040,Renal impairment
CID100005040,Renal failure
CID100005051,Rosacea
CID100005051,Rosacea
CID100005051,Erythema
CID100005051,Erythema
CID100005051,Pustule
CID100005051,Rash pustular
CID100005051,Papule
CID100005051,Papule
CID100005052,Hypertension
CID100005052,Hypertension
CID100005052,Psychotic disorder
CID100005052,Psychotic disorder
CID100005052,Schizophrenia
CID100005052,Schizophrenia
CID100005052,Essential hypertension
CID100005052,Essential hypertension
CID100005052,Agitation
CID100005052,Agitation
CID100005064,Infection
CID100005064,Infection
CID100005064,Dysgeusia
CID100005064,Dysgeusia
CID100005064,Environmental exposure
CID100005064,Environmental exposure
CID100005064,Fibrosis
CID100005064,Fibrosis
CID100005064,Hepatitis
CID100005064,Hepatitis
CID100005064,Chronic hepatitis
CID100005064,Chronic hepatitis
CID100005064,Hepatitis C
CID100005064,Hepatitis C
CID100005064,Inflammation
CID100005064,Inflammation
CID100005064,Influenza
CID100005064,Influenza
CID100005064,Liver disorder
CID100005064,Hepatocellular injury
CID100005064,Liver disorder
CID100005064,Foetor hepaticus
CID100005064,Chronic obstructive pulmonary disease
CID100005064,Chronic obstructive pulmonary disease
CID100005064,Bronchial hyperreactivity
CID100005064,Cor pulmonale
CID100005064,Cor pulmonale
CID100005064,Respiratory syncytial virus infection
CID100005064,Respiratory syncytial virus infection
CID100005064,Respiratory tract infection
CID100005064,Respiratory tract infection
CID100005064,Viral infection
CID100005064,Viral infection
CID100005064,Weight decreased
CID100005064,Weight decreased
CID100005064,Hepatic failure
CID100005064,Hepatic failure
CID100005064,Lower respiratory tract infection
CID100005064,Lower respiratory tract infection
CID100005064,Alanine aminotransferase increased
CID100005064,Alanine aminotransferase increased
CID100005064,Heart disease congenital
CID100005064,Heart disease congenital
CID100005064,Disease progression
CID100005064,Disease progression
CID100005064,Infection mixed
CID100005064,Infection
CID100005064,Blood bilirubin increased
CID100005064,Blood bilirubin increased
CID100005064,Chronic hepatitis C
CID100005064,Chronic hepatitis C
CID100005064,Compensated cirrhosis
CID100005064,Hepatic cirrhosis
CID100005070,Amyotrophic lateral sclerosis
CID100005070,Amyotrophic lateral sclerosis
CID100005070,Motor neurone disease
CID100005070,Motor neurone disease
CID100005070,Anterior horn cell disease
CID100005070,Lower motor neurone lesion
CID100005070,Neurodegenerative disorder
CID100005070,Neurodegenerative disorder
CID100005071,Infection
CID100005071,Infection
CID100005071,Body temperature increased
CID100005071,Body temperature increased
CID100005071,Influenza
CID100005071,Influenza
CID100005071,Influenza like illness
CID100005071,Influenza like illness
CID100005073,Aggression
CID100005073,Aggression
CID100005073,Dementia Alzheimer's type
CID100005073,Dementia Alzheimer's type
CID100005073,Anxiety
CID100005073,Anxiety
CID100005073,Autism
CID100005073,Autism
CID100005073,Behavior disorder
CID100005073,Abnormal behaviour
CID100005073,Mental disorder
CID100005073,Mental disorder
CID100005073,Bipolar disorder
CID100005073,Bipolar disorder
CID100005073,Bipolar I disorder
CID100005073,Breast cancer
CID100005073,Breast cancer
CID100005073,Delusion
CID100005073,Delusion
CID100005073,Diabetes mellitus
CID100005073,Diabetes mellitus
CID100005073,Hallucination
CID100005073,Hallucination
CID100005073,Hostility
CID100005073,Hostility
CID100005073,Irritability
CID100005073,Irritability
CID100005073,Nephropathy
CID100005073,Nephropathy
CID100005073,Mental retardation
CID100005073,Mental retardation
CID100005073,Mental disability
CID100005073,Parkinson's disease
CID100005073,Parkinsonism
CID100005073,Parkinson's disease
CID100005073,Pituitary tumour
CID100005073,Pituitary tumour
CID100005073,Psychotic disorder
CID100005073,Psychotic disorder
CID100005073,Schizoaffective disorder
CID100005073,Schizoaffective disorder
CID100005073,Schizophrenia
CID100005073,Schizophrenia
CID100005073,Violence
CID100005073,Aggression
CID100005073,Agitation
CID100005073,Agitation
CID100005073,Chronic schizophrenia
CID100005073,Schizophrenia
CID100005073,Distractibility
CID100005073,Distractibility
CID100005073,Suspiciousness
CID100005073,Suspiciousness
CID100005073,Temper tantrum
CID100005073,Aggression
CID100005073,Physical wandering
CID100005073,Agitation
CID100005073,Pressure of speech
CID100005073,Pressure of speech
CID100005073,Poverty of speech
CID100005073,Poverty of speech
CID100005073,Mania acute
CID100005073,Mania
CID100005073,Schizophrenia and other psychotic disorders
CID100005073,Mania
CID100005073,Mania
CID100005073,Social withdrawal
CID100005073,Social avoidant behaviour
CID100005073,Dementia
CID100005073,Dementia
CID100005073,Racing thoughts
CID100005073,Tachyphrenia
CID100005073,Dementia with Lewy bodies
CID100005073,Dementia with Lewy bodies
CID100005073,Bipolar I disorder
CID100005073,Bipolar I disorder
CID100005073,Carcinogenicity
CID100005073,Carcinogenicity
CID100005073,Hepatic impairment
CID100005073,Liver disorder
CID100005073,Renal impairment
CID100005073,Renal impairment
CID100005073,Renal failure
CID100005076,Acquired immunodeficiency syndrome
CID100005076,Acquired immunodeficiency syndrome
CID100005076,Autoimmune disorder
CID100005076,Diabetes mellitus
CID100005076,Diabetes mellitus
CID100005076,Factor VIII deficiency
CID100005076,Factor VIII deficiency
CID100005077,Dementia Alzheimer's type
CID100005077,Dementia Alzheimer's type
CID100005077,Diarrhoea
CID100005077,Diarrhoea
CID100005077,Nausea
CID100005077,Nausea
CID100005077,Parkinson's disease
CID100005077,Parkinsonism
CID100005077,Parkinson's disease
CID100005077,Vomiting
CID100005077,Vomiting
CID100005077,Decreased appetite
CID100005077,Decreased appetite
CID100005077,Dementia
CID100005077,Dementia
CID100005078,Cluster headache
CID100005078,Cluster headache
CID100005078,Migraine
CID100005078,Migraine
CID100005078,Migraine
CID100005078,Aura
CID100005078,Aura
CID100005090,Rheumatoid arthritis
CID100005090,Rheumatoid arthritis
CID100005090,Arthritis
CID100005090,Cluster headache
CID100005090,Cluster headache
CID100005090,Migraine
CID100005090,Osteoarthritis
CID100005090,Osteoarthritis
CID100005090,Pain
CID100005090,Pain
CID100005090,Primary dysmenorrhea
CID100005090,Dysmenorrhoea
CID100005090,Migraine
CID100005090,Migraine
CID100005090,Acute pain
CID100005090,Pain
CID100005090,Aura
CID100005090,Aura
CID100005090,Juvenile idiopathic arthritis
CID100005090,Juvenile idiopathic arthritis
CID100005095,Hypotension
CID100005095,Hypotension
CID100005095,Muscle rigidity
CID100005095,Muscle rigidity
CID100005095,Parkinson's disease
CID100005095,Parkinsonism
CID100005095,Parkinson's disease
CID100005095,Restless legs syndrome
CID100005095,Restless legs syndrome
CID100005095,Stereotypy
CID100005095,Stereotypy
CID100005095,Tachycardia
CID100005095,Tachycardia
CID100005095,Vomiting
CID100005095,Vomiting
CID100005095,Hypokinesia
CID100005095,Hypokinesia
CID100005095,Immobile
CID100005095,Immobile
CID100005095,Bradykinesia
CID100005095,Bradykinesia
CID100005095,Hyperkinesia
CID100005095,Agitation
CID100005095,Hyperkinesia
CID100005095,Bradycardia
CID100005095,Bradycardia
CID100005095,Hypertensive
CID100005095,Hypertension
CID100005095,Hypotensive
CID100005095,Hypotension
CID100005095,Vascular resistance systemic
CID100005095,Vascular resistance systemic
CID100005106,Acute pharyngitis
CID100005106,Pharyngitis
CID100005106,Acute tonsillitis
CID100005106,Acute tonsillitis
CID100005106,Bronchitis chronic
CID100005106,Bronchitis chronic
CID100005106,Infection
CID100005106,Infection
CID100005106,Impetigo
CID100005106,Impetigo
CID100005106,Sinusitis
